response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,sales_channel,vehicle_class
No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Agent,Four-Door Car
No,Basic,Bachelor,Employed,M,Urban,Single,Corporate Auto,Branch,Four-Door Car
Yes,Extended,College,Employed,F,Suburban,Married,Special Auto,Agent,Four-Door Car
No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Agent,Two-Door Car
No,Premium,College,Unemployed,F,Suburban,Married,Personal Auto,Branch,SUV
No,Basic,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Web,Sports Car
Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Personal Auto,Branch,SUV
Yes,Basic,Bachelor,Retired,F,Suburban,Single,Personal Auto,Branch,Four-Door Car
No,Basic,Doctor,Employed,M,Rural,Divorced,Personal Auto,Agent,Two-Door Car
No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Agent,Two-Door Car
No,Basic,College,Disabled,F,Suburban,Married,Special Auto,Branch,Two-Door Car
No,Premium,Bachelor,Employed,M,Suburban,Single,Personal Auto,Call Center,Four-Door Car
No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Branch,Four-Door Car
No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Web,SUV
Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
No,Basic,Master,Employed,M,Rural,Single,Corporate Auto,Call Center,Four-Door Car
Yes,Basic,College,Employed,M,Suburban,Single,Corporate Auto,Call Center,Four-Door Car
No,Basic,College,Employed,F,Urban,Married,Personal Auto,Call Center,Four-Door Car
No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Call Center,SUV
No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Branch,Two-Door Car
No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Agent,Four-Door Car
No,Basic,Bachelor,Unemployed,M,Suburban,Married,Special Auto,Call Center,Four-Door Car
No,Extended,College,Employed,F,Rural,Single,Personal Auto,Web,Four-Door Car
Yes,Premium,Bachelor,Disabled,F,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
No,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Agent,Two-Door Car
No,Extended,College,Employed,F,Rural,Single,Personal Auto,Branch,SUV
No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Agent,Four-Door Car
Yes,Extended,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Agent,Four-Door Car
No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Agent,SUV
Yes,Extended,High School or Below,Retired,F,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
No,Basic,Bachelor,Employed,M,Rural,Single,Corporate Auto,Call Center,Two-Door Car
No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Branch,Four-Door Car
No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Call Center,Two-Door Car
Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Branch,SUV
No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Web,Two-Door Car
No,Extended,High School or Below,Employed,M,Urban,Divorced,Personal Auto,Web,Two-Door Car
Yes,Extended,College,Employed,F,Rural,Married,Personal Auto,Call Center,Two-Door Car
No,Extended,Master,Disabled,M,Suburban,Single,Personal Auto,Agent,Luxury
Yes,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Agent,SUV
No,Basic,Master,Employed,M,Rural,Married,Personal Auto,Call Center,Four-Door Car
Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Agent,Two-Door Car
No,Basic,Doctor,Unemployed,M,Urban,Married,Corporate Auto,Agent,Two-Door Car
No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Branch,Four-Door Car
No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Web,Two-Door Car
No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Basic,College,Employed,F,Rural,Divorced,Special Auto,Agent,Four-Door Car
No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Web,Four-Door Car
No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Web,Four-Door Car
No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Agent,SUV
No,Basic,College,Unemployed,M,Suburban,Single,Corporate Auto,Agent,Two-Door Car
No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Web,SUV
No,Extended,Bachelor,Employed,F,Rural,Single,Special Auto,Call Center,Four-Door Car
No,Basic,College,Employed,F,Rural,Married,Personal Auto,Branch,Four-Door Car
No,Basic,College,Unemployed,F,Rural,Married,Personal Auto,Agent,Four-Door Car
Yes,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Call Center,Four-Door Car
Yes,Basic,High School or Below,Medical Leave,F,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Branch,SUV
Yes,Extended,College,Retired,F,Suburban,Divorced,Personal Auto,Branch,Four-Door Car
Yes,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Call Center,Two-Door Car
Yes,Extended,College,Retired,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
Yes,Basic,Master,Retired,F,Urban,Married,Personal Auto,Agent,Two-Door Car
No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Agent,SUV
No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Agent,Luxury
No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Branch,Two-Door Car
Yes,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
No,Premium,High School or Below,Medical Leave,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
Yes,Basic,Master,Disabled,M,Suburban,Divorced,Personal Auto,Call Center,Four-Door Car
No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Web,Four-Door Car
No,Premium,High School or Below,Employed,F,Urban,Married,Personal Auto,Branch,Four-Door Car
No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Call Center,SUV
No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Call Center,Four-Door Car
Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Branch,SUV
No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Web,SUV
No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Branch,Four-Door Car
No,Basic,Doctor,Employed,F,Rural,Married,Personal Auto,Agent,Four-Door Car
No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Agent,SUV
No,Extended,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Web,Two-Door Car
Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Call Center,SUV
No,Extended,Bachelor,Employed,F,Urban,Single,Personal Auto,Agent,Two-Door Car
No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
No,Extended,College,Employed,F,Urban,Married,Personal Auto,Agent,Four-Door Car
No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Branch,SUV
No,Extended,Bachelor,Retired,M,Suburban,Divorced,Personal Auto,Call Center,Four-Door Car
No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Branch,SUV
No,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
No,Extended,College,Employed,M,Rural,Married,Personal Auto,Web,Four-Door Car
No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,Branch,Four-Door Car
No,Basic,High School or Below,Employed,F,Suburban,Single,Corporate Auto,Call Center,Four-Door Car
No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Web,Two-Door Car
No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Branch,SUV
No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Agent,SUV
No,Extended,Bachelor,Disabled,F,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Extended,College,Employed,F,Rural,Divorced,Corporate Auto,Call Center,Four-Door Car
No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Branch,SUV
No,Extended,College,Medical Leave,F,Suburban,Single,Corporate Auto,Agent,Four-Door Car
Yes,Basic,High School or Below,Employed,F,Urban,Single,Special Auto,Agent,SUV
Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
No,Basic,Master,Employed,M,Urban,Single,Personal Auto,Web,Four-Door Car
No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Premium,High School or Below,Disabled,F,Suburban,Divorced,Personal Auto,Branch,Four-Door Car
No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Call Center,Four-Door Car
No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Agent,SUV
No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Web,Four-Door Car
No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Agent,Four-Door Car
No,Basic,High School or Below,Medical Leave,F,Suburban,Single,Corporate Auto,Agent,Two-Door Car
No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Agent,Sports Car
No,Extended,College,Employed,M,Urban,Married,Personal Auto,Branch,Two-Door Car
Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Call Center,Two-Door Car
No,Basic,Bachelor,Employed,M,Urban,Single,Personal Auto,Branch,Four-Door Car
Yes,Extended,College,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Branch,Two-Door Car
No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Web,Four-Door Car
No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Branch,SUV
No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Agent,Two-Door Car
No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Agent,Sports Car
No,Premium,Bachelor,Employed,M,Rural,Single,Personal Auto,Agent,Four-Door Car
No,Basic,College,Unemployed,F,Suburban,Single,Special Auto,Agent,SUV
No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Call Center,Four-Door Car
No,Extended,Master,Employed,F,Rural,Married,Personal Auto,Branch,SUV
Yes,Basic,College,Medical Leave,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
No,Extended,College,Employed,M,Suburban,Married,Corporate Auto,Agent,Four-Door Car
No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Call Center,Four-Door Car
Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Agent,Two-Door Car
No,Basic,College,Employed,M,Rural,Divorced,Personal Auto,Branch,Four-Door Car
No,Premium,College,Employed,M,Rural,Married,Personal Auto,Agent,Four-Door Car
No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Premium,College,Unemployed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Extended,Doctor,Medical Leave,F,Suburban,Married,Personal Auto,Call Center,SUV
No,Extended,College,Employed,F,Rural,Married,Personal Auto,Web,Four-Door Car
No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Branch,Two-Door Car
No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Call Center,Two-Door Car
Yes,Extended,College,Employed,F,Rural,Married,Personal Auto,Call Center,Two-Door Car
No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Call Center,Two-Door Car
No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Branch,Two-Door Car
No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Call Center,Two-Door Car
No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Call Center,SUV
No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Call Center,SUV
No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Web,Four-Door Car
No,Extended,College,Employed,M,Urban,Married,Personal Auto,Branch,Four-Door Car
No,Extended,Bachelor,Unemployed,M,Rural,Married,Personal Auto,Branch,Four-Door Car
No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Call Center,SUV
No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
No,Extended,Bachelor,Employed,F,Urban,Married,Special Auto,Branch,Sports Car
No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Agent,Two-Door Car
No,Extended,Bachelor,Employed,F,Suburban,Divorced,Corporate Auto,Web,Four-Door Car
No,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Call Center,SUV
No,Basic,Master,Employed,M,Suburban,Married,Corporate Auto,Web,Four-Door Car
No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Call Center,Sports Car
No,Premium,Master,Employed,F,Urban,Married,Personal Auto,Branch,Two-Door Car
Yes,Basic,Master,Employed,F,Suburban,Married,Corporate Auto,Agent,Four-Door Car
No,Extended,Master,Unemployed,M,Suburban,Divorced,Corporate Auto,Web,Four-Door Car
No,Basic,College,Employed,M,Rural,Divorced,Corporate Auto,Web,Four-Door Car
No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Branch,SUV
No,Basic,Bachelor,Disabled,F,Suburban,Married,Corporate Auto,Web,Four-Door Car
No,Basic,Doctor,Unemployed,F,Rural,Married,Corporate Auto,Call Center,Two-Door Car
Yes,Premium,Bachelor,Disabled,F,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
No,Premium,Bachelor,Employed,F,Rural,Married,Corporate Auto,Agent,Four-Door Car
Yes,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Branch,SUV
No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Web,Four-Door Car
No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Branch,Luxury
No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Agent,SUV
No,Basic,College,Employed,M,Urban,Single,Corporate Auto,Call Center,Four-Door Car
Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Call Center,Two-Door Car
No,Basic,College,Employed,F,Rural,Married,Personal Auto,Branch,SUV
Yes,Basic,College,Employed,M,Urban,Single,Personal Auto,Agent,Two-Door Car
No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Call Center,Four-Door Car
Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Branch,SUV
Yes,Basic,High School or Below,Medical Leave,M,Suburban,Single,Corporate Auto,Call Center,SUV
Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
No,Extended,Master,Unemployed,M,Suburban,Married,Special Auto,Agent,Two-Door Car
Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Agent,Two-Door Car
No,Extended,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Web,SUV
No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Branch,Two-Door Car
No,Basic,Doctor,Unemployed,M,Rural,Divorced,Personal Auto,Call Center,Four-Door Car
No,Premium,Bachelor,Employed,M,Urban,Married,Personal Auto,Branch,SUV
Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Agent,SUV
No,Basic,Doctor,Unemployed,M,Suburban,Married,Corporate Auto,Web,Four-Door Car
No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Web,Two-Door Car
Yes,Premium,High School or Below,Employed,F,Rural,Married,Corporate Auto,Web,Four-Door Car
No,Basic,Bachelor,Employed,M,Rural,Divorced,Corporate Auto,Agent,Two-Door Car
No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Branch,SUV
No,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,Branch,Two-Door Car
No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Branch,Sports Car
No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Agent,SUV
No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Web,Four-Door Car
Yes,Extended,Master,Employed,M,Urban,Married,Corporate Auto,Agent,Four-Door Car
No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Branch,Two-Door Car
Yes,Basic,College,Unemployed,M,Suburban,Divorced,Corporate Auto,Agent,Two-Door Car
No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Web,Four-Door Car
No,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,Web,Four-Door Car
No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Web,Four-Door Car
No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Call Center,SUV
No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Branch,Four-Door Car
No,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,Branch,Two-Door Car
No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Web,Sports Car
No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Branch,Sports Car
Yes,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Agent,Four-Door Car
No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Web,Four-Door Car
No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Call Center,Four-Door Car
No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Agent,SUV
No,Premium,College,Unemployed,M,Suburban,Married,Personal Auto,Call Center,Four-Door Car
No,Basic,College,Medical Leave,M,Suburban,Divorced,Personal Auto,Agent,Luxury
No,Premium,College,Unemployed,F,Suburban,Single,Personal Auto,Branch,SUV
No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
No,Extended,Bachelor,Employed,M,Suburban,Married,Special Auto,Agent,Four-Door Car
No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
No,Extended,College,Employed,M,Urban,Married,Corporate Auto,Branch,Two-Door Car
No,Basic,College,Unemployed,F,Suburban,Married,Corporate Auto,Branch,Four-Door Car
No,Premium,Master,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
Yes,Basic,College,Retired,F,Suburban,Divorced,Corporate Auto,Agent,SUV
No,Extended,College,Unemployed,M,Suburban,Single,Corporate Auto,Agent,Luxury
No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Agent,Two-Door Car
No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Web,Two-Door Car
Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Call Center,Four-Door Car
No,Basic,Master,Unemployed,F,Rural,Divorced,Corporate Auto,Branch,Two-Door Car
No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Agent,Two-Door Car
No,Extended,College,Employed,M,Rural,Married,Personal Auto,Agent,Four-Door Car
No,Basic,Master,Unemployed,M,Rural,Divorced,Personal Auto,Web,Four-Door Car
No,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,Branch,Four-Door Car
