,Effective To Date
8493,2011-01-12
8494,2011-01-07
8495,2011-01-16
8496,2011-01-02
8497,2011-01-06
8498,2011-02-13
8499,2011-01-29
8500,2011-01-26
8501,2011-01-27
8502,2011-01-24
8503,2011-01-25
8504,2011-02-21
8505,2011-01-07
8506,2011-01-21
8507,2011-01-08
8508,2011-01-03
8509,2011-02-28
8510,2011-02-17
8511,2011-02-01
8512,2011-01-17
8513,2011-01-03
8514,2011-02-19
8515,2011-01-13
8516,2011-01-21
8517,2011-02-12
8518,2011-01-15
8519,2011-01-29
8520,2011-02-16
8521,2011-01-18
8522,2011-02-27
8523,2011-01-24
8524,2011-01-17
8525,2011-01-26
8526,2011-01-02
8527,2011-02-21
8528,2011-02-17
8529,2011-01-22
8530,2011-01-10
8531,2011-02-25
8532,2011-02-11
8533,2011-02-04
8534,2011-01-04
8535,2011-02-13
8536,2011-01-25
8537,2011-02-02
8538,2011-01-16
8539,2011-01-03
8540,2011-01-14
8541,2011-02-23
8542,2011-02-18
8543,2011-02-04
8544,2011-01-20
8545,2011-01-28
8546,2011-01-09
8547,2011-02-23
8548,2011-01-23
8549,2011-02-28
8550,2011-02-03
8551,2011-02-26
8552,2011-01-16
8553,2011-02-16
8554,2011-01-20
8555,2011-02-22
8556,2011-02-10
8557,2011-02-20
8558,2011-01-16
8559,2011-01-31
8560,2011-01-04
8561,2011-01-21
8562,2011-02-25
8563,2011-01-10
8564,2011-02-05
8565,2011-02-08
8566,2011-01-29
8567,2011-02-10
8568,2011-02-04
8569,2011-02-26
8570,2011-01-13
8571,2011-02-10
8572,2011-01-09
8573,2011-01-21
8574,2011-02-14
8575,2011-02-20
8576,2011-01-25
8577,2011-02-20
8578,2011-01-26
8579,2011-01-29
8580,2011-01-08
8581,2011-02-19
8582,2011-01-04
8583,2011-02-17
8584,2011-02-24
8585,2011-01-27
8586,2011-02-26
8587,2011-02-06
8588,2011-01-07
8589,2011-02-18
8590,2011-02-12
8591,2011-01-29
8592,2011-01-14
8593,2011-02-06
8594,2011-01-11
8595,2011-02-10
8596,2011-02-16
8597,2011-02-26
8598,2011-02-24
8599,2011-02-11
8600,2011-02-19
8601,2011-02-21
8602,2011-02-25
8603,2011-02-15
8604,2011-02-16
8605,2011-02-16
8606,2011-01-10
8607,2011-01-07
8608,2011-02-19
8609,2011-02-17
8610,2011-02-06
8611,2011-01-21
8612,2011-01-17
8613,2011-02-24
8614,2011-02-08
8615,2011-01-31
8616,2011-02-12
8617,2011-01-10
8618,2011-01-12
8619,2011-02-24
8620,2011-02-27
8621,2011-01-19
8622,2011-01-09
8623,2011-02-19
8624,2011-02-09
8625,2011-02-17
8626,2011-02-06
8627,2011-01-26
8628,2011-01-03
8629,2011-02-21
8630,2011-02-02
8631,2011-01-27
8632,2011-02-23
8633,2011-01-24
8634,2011-02-22
8635,2011-01-01
8636,2011-01-19
8637,2011-02-23
8638,2011-02-11
8639,2011-02-19
8640,2011-01-23
8641,2011-01-10
8642,2011-01-09
8643,2011-02-25
8644,2011-02-25
8645,2011-01-04
8646,2011-01-20
8647,2011-01-03
8648,2011-01-05
8649,2011-01-19
8650,2011-01-19
8651,2011-02-04
8652,2011-02-10
8653,2011-01-20
8654,2011-01-10
8655,2011-02-21
8656,2011-01-21
8657,2011-01-06
8658,2011-01-09
8659,2011-01-06
8660,2011-02-22
8661,2011-01-30
8662,2011-02-22
8663,2011-01-09
8664,2011-01-22
8665,2011-01-14
8666,2011-01-26
8667,2011-02-11
8668,2011-01-05
8669,2011-02-05
8670,2011-01-13
8671,2011-01-16
8672,2011-01-13
8673,2011-01-17
8674,2011-01-26
8675,2011-02-07
8676,2011-02-15
8677,2011-01-07
8678,2011-02-23
8679,2011-02-28
8680,2011-02-04
8681,2011-01-30
8682,2011-01-30
8683,2011-01-27
8684,2011-02-17
8685,2011-01-27
8686,2011-01-01
8687,2011-02-06
8688,2011-02-17
8689,2011-01-16
8690,2011-02-03
8691,2011-02-10
8692,2011-02-28
8693,2011-01-16
8694,2011-02-06
8695,2011-01-25
8696,2011-01-25
8697,2011-01-25
8698,2011-01-22
8699,2011-01-25
8700,2011-02-11
8701,2011-01-28
8702,2011-02-08
8703,2011-02-16
8704,2011-02-21
8705,2011-01-26
8706,2011-02-13
8707,2011-02-01
8708,2011-01-25
8709,2011-02-06
8710,2011-02-21
8711,2011-01-23
8712,2011-02-23
8713,2011-01-19
8714,2011-01-31
8715,2011-01-17
8716,2011-02-21
8717,2011-02-07
8718,2011-01-15
8719,2011-02-02
8720,2011-01-06
8721,2011-02-18
8722,2011-02-16
8723,2011-01-11
8724,2011-02-15
8725,2011-01-27
8726,2011-02-06
8727,2011-01-21
8728,2011-01-04
8729,2011-01-14
8730,2011-01-24
8731,2011-02-19
8732,2011-02-26
8733,2011-02-14
8734,2011-01-08
8735,2011-02-19
8736,2011-01-19
8737,2011-02-16
8738,2011-01-04
8739,2011-01-13
8740,2011-01-05
8741,2011-02-25
8742,2011-01-17
8743,2011-01-23
8744,2011-02-27
8745,2011-01-17
8746,2011-02-16
8747,2011-01-26
8748,2011-02-07
8749,2011-01-22
8750,2011-01-19
8751,2011-01-20
8752,2011-01-29
8753,2011-01-23
8754,2011-02-18
8755,2011-02-13
8756,2011-02-10
8757,2011-01-28
8758,2011-01-27
8759,2011-01-08
8760,2011-01-19
8761,2011-01-11
8762,2011-01-18
8763,2011-01-02
8764,2011-01-17
8765,2011-02-15
8766,2011-02-23
8767,2011-02-27
8768,2011-01-30
8769,2011-02-11
8770,2011-01-22
8771,2011-01-06
8772,2011-01-06
8773,2011-02-11
8774,2011-02-20
8775,2011-02-05
8776,2011-01-25
8777,2011-02-03
8778,2011-01-08
8779,2011-01-24
8780,2011-01-01
8781,2011-01-27
8782,2011-01-20
8783,2011-01-30
8784,2011-01-20
8785,2011-01-15
8786,2011-01-14
8787,2011-01-07
8788,2011-02-02
8789,2011-02-10
8790,2011-01-27
8791,2011-02-20
8792,2011-01-02
8793,2011-02-20
8794,2011-01-17
8795,2011-01-13
8796,2011-01-06
8797,2011-01-11
8798,2011-02-12
8799,2011-01-26
8800,2011-02-26
8801,2011-02-14
8802,2011-02-02
8803,2011-01-25
8804,2011-02-03
8805,2011-02-16
8806,2011-02-06
8807,2011-01-04
8808,2011-01-20
8809,2011-01-31
8810,2011-02-04
8811,2011-02-28
8812,2011-01-08
8813,2011-01-05
8814,2011-01-12
8815,2011-02-18
8816,2011-01-11
8817,2011-01-01
8818,2011-01-23
8819,2011-02-26
8820,2011-02-21
8821,2011-02-28
8822,2011-02-11
8823,2011-02-11
8824,2011-02-15
8825,2011-02-28
8826,2011-02-01
8827,2011-01-30
8828,2011-01-05
8829,2011-01-14
8830,2011-01-02
8831,2011-02-08
8832,2011-02-14
8833,2011-01-28
8834,2011-01-16
8835,2011-01-08
8836,2011-02-10
8837,2011-01-16
8838,2011-02-05
8839,2011-01-18
8840,2011-01-23
8841,2011-02-15
8842,2011-01-16
8843,2011-02-28
8844,2011-01-10
8845,2011-02-27
8846,2011-02-01
8847,2011-01-06
8848,2011-01-20
8849,2011-01-19
8850,2011-01-30
8851,2011-01-10
8852,2011-02-20
8853,2011-02-27
8854,2011-02-21
8855,2011-02-02
8856,2011-02-11
8857,2011-02-12
8858,2011-02-02
8859,2011-01-24
8860,2011-01-14
8861,2011-01-24
8862,2011-01-20
8863,2011-01-03
8864,2011-01-12
8865,2011-01-03
8866,2011-02-12
8867,2011-01-26
8868,2011-02-17
8869,2011-02-20
8870,2011-02-25
8871,2011-02-23
8872,2011-02-01
8873,2011-01-11
8874,2011-02-14
8875,2011-02-20
8876,2011-01-02
8877,2011-02-02
8878,2011-02-12
8879,2011-01-31
8880,2011-02-05
8881,2011-01-19
8882,2011-01-08
8883,2011-02-07
8884,2011-02-26
8885,2011-02-19
8886,2011-02-09
8887,2011-02-11
8888,2011-01-07
8889,2011-02-05
8890,2011-02-03
8891,2011-01-28
8892,2011-02-02
8893,2011-02-15
8894,2011-01-23
8895,2011-01-21
8896,2011-01-30
8897,2011-02-21
8898,2011-01-18
8899,2011-02-10
8900,2011-02-18
8901,2011-02-12
8902,2011-02-20
8903,2011-01-06
8904,2011-02-10
8905,2011-02-16
8906,2011-01-09
8907,2011-01-28
8908,2011-01-02
8909,2011-01-09
8910,2011-01-28
8911,2011-01-15
8912,2011-02-10
8913,2011-01-20
8914,2011-02-01
8915,2011-02-09
8916,2011-02-08
8917,2011-01-31
8918,2011-02-10
8919,2011-01-12
8920,2011-02-22
8921,2011-01-27
8922,2011-02-26
8923,2011-01-03
8924,2011-01-24
8925,2011-01-09
8926,2011-02-14
8927,2011-01-03
8928,2011-02-19
8929,2011-01-27
8930,2011-02-09
8931,2011-02-14
8932,2011-02-14
8933,2011-01-11
8934,2011-01-02
8935,2011-01-04
8936,2011-01-21
8937,2011-01-12
8938,2011-02-01
8939,2011-02-02
8940,2011-01-11
8941,2011-02-06
8942,2011-01-10
8943,2011-02-08
8944,2011-01-28
8945,2011-02-22
8946,2011-01-26
8947,2011-01-06
8948,2011-02-14
8949,2011-02-16
8950,2011-02-12
8951,2011-01-03
8952,2011-01-11
8953,2011-01-28
8954,2011-02-03
8955,2011-02-16
8956,2011-01-27
8957,2011-02-15
8958,2011-01-28
8959,2011-02-03
8960,2011-01-02
8961,2011-01-02
8962,2011-02-09
8963,2011-02-11
8964,2011-01-15
8965,2011-01-26
8966,2011-01-05
8967,2011-01-26
8968,2011-02-13
8969,2011-01-17
8970,2011-02-26
8971,2011-02-05
8972,2011-02-24
8973,2011-02-07
8974,2011-02-26
8975,2011-01-21
8976,2011-02-16
8977,2011-02-18
8978,2011-01-11
8979,2011-01-18
8980,2011-01-05
8981,2011-02-09
8982,2011-01-17
8983,2011-01-07
8984,2011-01-09
8985,2011-01-06
8986,2011-01-12
8987,2011-01-10
8988,2011-01-28
8989,2011-01-25
8990,2011-01-24
8991,2011-01-30
8992,2011-01-10
8993,2011-02-27
8994,2011-02-26
8995,2011-02-01
8996,2011-01-20
8997,2011-01-20
8998,2011-02-24
8999,2011-01-19
9000,2011-02-17
9001,2011-01-18
9002,2011-01-23
9003,2011-02-25
9004,2011-01-27
9005,2011-02-04
9006,2011-02-23
9007,2011-01-16
9008,2011-01-17
9009,2011-01-25
9010,2011-01-27
9011,2011-01-09
9012,2011-02-14
9013,2011-02-06
9014,2011-01-30
9015,2011-01-30
9016,2011-02-07
9017,2011-02-07
9018,2011-01-15
9019,2011-01-25
9020,2011-02-12
9021,2011-02-16
9022,2011-02-03
9023,2011-02-16
9024,2011-01-29
9025,2011-01-09
9026,2011-02-22
9027,2011-02-27
9028,2011-02-11
9029,2011-02-25
9030,2011-02-06
9031,2011-01-08
9032,2011-02-02
9033,2011-02-20
9034,2011-01-22
9035,2011-02-25
9036,2011-01-26
9037,2011-02-22
9038,2011-01-16
9039,2011-02-18
9040,2011-02-05
9041,2011-01-02
9042,2011-01-20
9043,2011-02-23
9044,2011-02-18
9045,2011-01-31
9046,2011-02-06
9047,2011-01-08
9048,2011-02-08
9049,2011-02-16
9050,2011-02-17
9051,2011-02-24
9052,2011-02-14
9053,2011-02-13
9054,2011-01-24
9055,2011-01-15
9056,2011-02-19
9057,2011-01-22
9058,2011-02-11
9059,2011-02-08
9060,2011-01-03
9061,2011-01-28
9062,2011-02-17
9063,2011-01-01
9064,2011-02-09
9065,2011-01-11
9066,2011-02-20
9067,2011-02-04
9068,2011-02-04
9069,2011-02-12
9070,2011-01-26
9071,2011-02-17
9072,2011-02-23
9073,2011-02-02
9074,2011-02-19
9075,2011-02-01
9076,2011-01-11
9077,2011-01-20
9078,2011-02-04
9079,2011-02-25
9080,2011-02-11
9081,2011-01-06
9082,2011-02-02
9083,2011-02-05
9084,2011-02-10
9085,2011-01-01
9086,2011-02-20
9087,2011-01-24
9088,2011-02-28
9089,2011-01-13
9090,2011-01-07
9091,2011-01-02
9092,2011-02-14
9093,2011-01-26
9094,2011-02-14
9095,2011-02-09
9096,2011-01-30
9097,2011-02-11
9098,2011-01-29
9099,2011-02-10
9100,2011-01-16
9101,2011-01-26
9102,2011-02-05
9103,2011-01-01
9104,2011-01-09
9105,2011-02-22
9106,2011-01-12
9107,2011-01-26
9108,2011-01-28
9109,2011-01-25
9110,2011-01-14
9111,2011-02-07
9112,2011-02-12
9113,2011-01-06
9114,2011-02-23
9115,2011-02-17
9116,2011-01-26
9117,2011-01-20
9118,2011-02-10
9119,2011-01-13
9120,2011-02-19
9121,2011-01-17
9122,2011-02-01
9123,2011-01-19
9124,2011-01-20
9125,2011-01-31
9126,2011-01-09
9127,2011-02-12
9128,2011-01-06
9129,2011-02-10
9130,2011-02-12
9131,2011-02-06
9132,2011-02-03
9133,2011-02-14
