Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size
HP56518,Oregon,Yes,Basic,Bachelor,2011-01-13,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
SP81997,Washington,No,Extended,Master,2011-02-11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Large
VH66357,California,No,Basic,College,2011-02-19,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Small
IM30965,Oregon,No,Basic,High School or Below,2011-02-15,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer4,Agent,Four-Door Car,Small
TQ37204,Oregon,No,Basic,High School or Below,2011-01-09,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Branch,SUV,Medsize
NN54114,Arizona,No,Basic,Bachelor,2011-01-09,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
BI27443,Arizona,No,Extended,College,2011-02-18,Employed,F,Urban,Divorced,Personal Auto,Personal L1,Offer2,Agent,SUV,Medsize
WL86517,Nevada,No,Extended,Doctor,2011-02-06,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,Two-Door Car,Medsize
HW40931,Oregon,No,Extended,College,2011-01-06,Employed,F,Suburban,Married,Special Auto,Special L1,Offer4,Web,Four-Door Car,Small
NN44758,Arizona,Yes,Premium,High School or Below,2011-02-14,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Small
NQ18750,Oregon,No,Premium,College,2011-02-16,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Small
GC34791,Nevada,No,Basic,High School or Below,2011-02-03,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
SY22123,California,No,Extended,College,2011-01-05,Medical Leave,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
DY17416,Oregon,No,Extended,College,2011-02-07,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
KE57057,California,No,Basic,High School or Below,2011-02-03,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Small
AT24793,Oregon,No,Premium,College,2011-01-16,Employed,M,Suburban,Married,Special Auto,Special L3,Offer3,Call Center,Sports Car,Medsize
SL71998,Oregon,No,Basic,College,2011-01-18,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Web,Two-Door Car,Small
AP66226,Nevada,No,Basic,Bachelor,2011-02-10,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize
HI91534,California,No,Basic,College,2011-01-11,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer3,Web,SUV,Small
TK61994,Oregon,No,Extended,College,2011-02-28,Disabled,F,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
CW35098,Washington,No,Extended,College,2011-01-05,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize
WX30852,Arizona,No,Basic,Bachelor,2011-02-04,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Medsize
SK69036,California,No,Premium,Bachelor,2011-02-20,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Small
YI79084,Nevada,No,Extended,Doctor,2011-01-17,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Medsize
KF46546,Arizona,No,Basic,Bachelor,2011-02-12,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
GA71186,Nevada,No,Basic,High School or Below,2011-01-06,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
KL65897,California,No,Extended,Bachelor,2011-02-21,Unemployed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize
CF15086,California,No,Extended,College,2011-01-11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
HG40729,Oregon,No,Premium,College,2011-02-11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
VP55618,California,No,Extended,College,2011-02-05,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
ZL23478,California,No,Extended,Bachelor,2011-02-11,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Small
EY75197,Arizona,No,Premium,Bachelor,2011-01-24,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize
SF11920,Arizona,No,Basic,College,2011-02-25,Employed,F,Urban,Married,Corporate Auto,Corporate L1,Offer1,Web,Two-Door Car,Medsize
DY57308,California,No,Basic,Bachelor,2011-01-18,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer1,Branch,SUV,Small
HP73832,California,No,Extended,College,2011-01-17,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Medsize
WP58797,Oregon,No,Basic,Bachelor,2011-02-28,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,SUV,Large
ZM33786,Arizona,No,Basic,High School or Below,2011-01-12,Disabled,F,Rural,Married,Personal Auto,Personal L2,Offer3,Call Center,SUV,Medsize
LY19199,Oregon,No,Basic,Bachelor,2011-01-26,Employed,M,Rural,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Two-Door Car,Medsize
IX60436,Arizona,No,Basic,Bachelor,2011-01-29,Employed,M,Suburban,Married,Special Auto,Special L1,Offer2,Branch,Four-Door Car,Medsize
UK29448,Oregon,No,Basic,Bachelor,2011-01-01,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize
QA49556,Washington,No,Basic,Master,2011-01-31,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Medsize
ST78006,Oregon,No,Basic,High School or Below,2011-01-01,Unemployed,F,Rural,Married,Personal Auto,Personal L2,Offer4,Call Center,Four-Door Car,Medsize
KD63903,Arizona,No,Basic,College,2011-02-27,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Call Center,SUV,Medsize
GV62858,California,No,Premium,Bachelor,2011-02-23,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize
DN66715,California,Yes,Basic,Master,2011-02-03,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
LU30834,Oregon,No,Basic,Bachelor,2011-02-22,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,SUV,Small
HN35280,Arizona,No,Basic,Bachelor,2011-02-13,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize
DG21323,California,No,Basic,High School or Below,2011-02-13,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
KD16729,Nevada,No,Extended,College,2011-01-25,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize
WO17738,Oregon,No,Premium,High School or Below,2011-01-15,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Large
VB22338,Nevada,No,Basic,High School or Below,2011-01-03,Employed,M,Urban,Single,Special Auto,Special L3,Offer4,Agent,SUV,Small
JU66696,California,No,Extended,Master,2011-02-20,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer3,Branch,Sports Car,Large
AE60813,Oregon,No,Basic,College,2011-02-17,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize
AS99827,Oregon,No,Basic,Bachelor,2011-02-12,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize
XQ80738,Oregon,No,Basic,High School or Below,2011-02-05,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize
KX82226,Arizona,No,Extended,High School or Below,2011-02-20,Medical Leave,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Call Center,Two-Door Car,Medsize
MA43940,Oregon,No,Basic,High School or Below,2011-02-13,Employed,M,Suburban,Married,Special Auto,Special L3,Offer3,Branch,Sports Car,Medsize
JL93248,Oregon,No,Basic,High School or Below,2011-02-12,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
PY98628,Arizona,Yes,Extended,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize
GX32768,Oregon,No,Basic,Bachelor,2011-01-04,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize
AM89558,Nevada,Yes,Basic,College,2011-01-01,Retired,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize
EL41362,California,No,Basic,College,2011-02-11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Small
XK91603,California,No,Basic,College,2011-02-04,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
MG77033,California,No,Basic,College,2011-02-15,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Large
OM70085,Oregon,No,Extended,Bachelor,2011-02-07,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
NB57112,Oregon,No,Basic,Bachelor,2011-02-22,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,Sports Car,Medsize
WH60140,Arizona,No,Basic,Bachelor,2011-01-19,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Small
FV92759,Oregon,Yes,Basic,College,2011-02-22,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
YW85018,Nevada,Yes,Basic,Bachelor,2011-02-27,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Medsize
BY84257,Arizona,No,Basic,College,2011-02-10,Unemployed,M,Suburban,Single,Special Auto,Special L1,Offer4,Branch,Four-Door Car,Medsize
JT69863,Arizona,No,Basic,Bachelor,2011-02-23,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Medsize
OE15600,California,No,Basic,College,2011-02-06,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize
BU81591,California,No,Extended,College,2011-02-15,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Call Center,Four-Door Car,Large
XL44677,California,Yes,Basic,Bachelor,2011-01-15,Retired,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Large
No73821,Oregon,No,Extended,High School or Below,2011-01-19,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Branch,SUV,Medsize
VJ24328,Oregon,No,Basic,High School or Below,2011-02-21,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
XW63353,Oregon,Yes,Extended,High School or Below,2011-02-13,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
JZ31045,California,No,Basic,College,2011-02-04,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
UM27359,Arizona,No,Basic,Bachelor,2011-02-15,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Medsize
ND71187,Arizona,No,Extended,Master,2011-02-26,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Large
YR63096,Nevada,No,Basic,High School or Below,2011-01-14,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Small
SN21895,Arizona,No,Extended,Bachelor,2011-02-27,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
FY90924,Arizona,No,Basic,High School or Below,2011-01-05,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
CN30964,California,No,Extended,Bachelor,2011-02-26,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Two-Door Car,Small
BN14307,Oregon,No,Basic,College,2011-02-02,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Medsize
XG35514,California,No,Basic,High School or Below,2011-02-19,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
RL28918,California,No,Basic,High School or Below,2011-02-21,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer3,Branch,SUV,Small
SR74929,Oregon,No,Extended,High School or Below,2011-01-22,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,SUV,Medsize
HK93338,Washington,No,Basic,High School or Below,2011-02-20,Disabled,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
QR53727,Arizona,No,Basic,High School or Below,2011-02-28,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize
SQ35375,Oregon,No,Basic,Doctor,2011-02-20,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
UD77728,Arizona,No,Basic,Bachelor,2011-02-26,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
GP13187,California,No,Basic,Master,2011-01-12,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Luxury Car,Medsize
AQ70619,California,No,Basic,High School or Below,2011-01-08,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
IP65887,Oregon,No,Basic,Bachelor,2011-02-26,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Call Center,SUV,Medsize
KS98084,California,No,Basic,Master,2011-02-07,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize
QU55718,California,No,Extended,Bachelor,2011-02-12,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Sports Car,Large
TS31417,Washington,No,Basic,College,2011-01-26,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize
QG83213,California,No,Extended,College,2011-02-27,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Small
SA40041,Washington,No,Basic,Bachelor,2011-02-22,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
MC36247,Oregon,Yes,Basic,Bachelor,2011-02-24,Retired,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
FO13070,California,Yes,Basic,High School or Below,2011-02-26,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
VL97142,Oregon,No,Basic,College,2011-02-22,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer3,Agent,SUV,Medsize
CI57475,Arizona,No,Extended,College,2011-01-18,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small
KJ19260,Arizona,No,Basic,College,2011-02-03,Employed,M,Rural,Divorced,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Medsize
GN93462,California,No,Extended,Bachelor,2011-01-22,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
QB86817,Oregon,No,Extended,High School or Below,2011-01-15,Employed,F,Urban,Divorced,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize
AZ68072,Oregon,No,Basic,Bachelor,2011-01-24,Medical Leave,F,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
MZ43298,California,No,Extended,Bachelor,2011-02-19,Employed,F,Urban,Single,Corporate Auto,Corporate L2,Offer1,Web,SUV,Medsize
KS12490,Oregon,No,Extended,High School or Below,2011-01-19,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,Sports Car,Small
TL18087,Washington,No,Extended,Bachelor,2011-02-27,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize
ZT18953,Oregon,No,Basic,Bachelor,2011-02-14,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize
EF13716,Oregon,No,Basic,College,2011-02-14,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large
RN87402,California,No,Basic,College,2011-02-08,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Small
RJ40995,Arizona,Yes,Basic,Doctor,2011-01-29,Employed,M,Rural,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Large
GB47529,Oregon,No,Extended,High School or Below,2011-02-06,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Web,Sports Car,Medsize
MB63131,Oregon,No,Basic,Bachelor,2011-02-28,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Call Center,Four-Door Car,Medsize
KN57002,Arizona,No,Extended,Bachelor,2011-01-23,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Agent,SUV,Small
DR68556,Oregon,No,Basic,High School or Below,2011-01-13,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
CS70768,California,No,Basic,High School or Below,2011-01-24,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
XY33610,Washington,No,Basic,College,2011-01-27,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
LO17953,Oregon,No,Basic,Doctor,2011-02-27,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Large
LZ35469,California,Yes,Basic,Bachelor,2011-02-14,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
BM27144,California,No,Basic,College,2011-01-31,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
EA14700,California,No,Basic,Bachelor,2011-01-26,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Small
FQ70521,California,No,Premium,High School or Below,2011-02-11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Large
OA99158,California,Yes,Basic,Bachelor,2011-01-03,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize
YS84064,Arizona,No,Premium,Bachelor,2011-01-05,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Agent,SUV,Medsize
YD45065,Oregon,Yes,Basic,College,2011-02-21,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
OC88207,California,No,Basic,Master,2011-01-13,Employed,M,Rural,Married,Special Auto,Special L3,Offer2,Branch,Two-Door Car,Medsize
IL47644,Oregon,No,Basic,High School or Below,2011-01-03,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Call Center,SUV,Medsize
CW27031,Washington,No,Extended,High School or Below,2011-02-02,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Agent,SUV,Medsize
XX44146,California,No,Extended,High School or Below,2011-01-26,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Small
LH26131,Nevada,No,Premium,High School or Below,2011-02-08,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Large
HU94030,Arizona,No,Extended,High School or Below,2011-01-27,Employed,F,Rural,Single,Corporate Auto,Corporate L2,Offer1,Branch,SUV,Large
GP39118,Washington,No,Basic,High School or Below,2011-02-17,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Medsize
QL80658,Arizona,No,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Small
LU63980,Nevada,No,Basic,College,2011-02-22,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Web,Two-Door Car,Large
HQ41200,Oregon,No,Premium,College,2011-02-18,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
DZ81394,Oregon,No,Basic,High School or Below,2011-01-03,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
IN41344,Washington,No,Basic,College,2011-01-15,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize
QJ22615,Arizona,No,Basic,Master,2011-02-21,Employed,F,Suburban,Married,Special Auto,Special L3,Offer2,Call Center,Four-Door Car,Medsize
FJ24418,Arizona,No,Extended,Doctor,2011-01-30,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize
JR45097,Oregon,No,Basic,College,2011-01-23,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Luxury SUV,Medsize
