,alpha_customer,customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,policy_n,renew_offer_type,sales_channel,vehicle_class,vehicle_size
5198,YP,38413,Oregon,No,Basic,College,Employed,F,Urban,Single,Personal Auto,Personal L,2,1,Agent,Two-Door Car,Medsize
5199,ZE,53116,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,2,3,Call Center,Four-Door Car,Small
5200,SU,95720,California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L,3,4,Branch,SUV,Small
5201,UM,94104,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L,3,4,Branch,Four-Door Car,Medsize
5202,ET,64307,California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L,2,1,Agent,Sports Car,Medsize
5203,XD,32841,Oregon,No,Premium,Bachelor,Medical Leave,M,Suburban,Married,Corporate Auto,Corporate L,3,1,Agent,SUV,Medsize
5204,SI,90461,Washington,No,Extended,High School or Below,Employed,F,Rural,Divorced,Corporate Auto,Corporate L,3,2,Agent,Four-Door Car,Medsize
5205,RV,75918,California,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L,3,3,Agent,Four-Door Car,Medsize
5206,DZ,64604,California,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,3,2,Branch,SUV,Small
5207,WF,98532,California,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L,2,1,Agent,SUV,Large
5208,GQ,15613,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Medsize
5209,XU,63766,Oregon,No,Basic,Bachelor,Unemployed,F,Urban,Married,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
5210,VU,35401,Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,Corporate L,2,2,Web,Four-Door Car,Medsize
5211,NH,95163,Oregon,No,Premium,College,Medical Leave,F,Urban,Divorced,Personal Auto,Personal L,3,1,Web,Four-Door Car,Medsize
5212,CD,55111,California,No,Extended,Master,Employed,M,Rural,Married,Corporate Auto,Corporate L,3,2,Call Center,Two-Door Car,Medsize
5213,TQ,73797,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Branch,SUV,Small
5214,CC,43119,California,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L,1,4,Web,Two-Door Car,Medsize
5215,CD,38665,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Call Center,Luxury Car,Medsize
5216,JM,30137,Washington,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,2,Call Center,Luxury Car,Large
5217,CJ,29883,Arizona,Yes,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L,1,2,Branch,Four-Door Car,Medsize
5218,LJ,35581,Washington,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,2,Agent,SUV,Medsize
5219,DL,11519,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Special Auto,Special L,2,1,Branch,SUV,Medsize
5220,AK,11719,California,No,Basic,Master,Unemployed,M,Urban,Single,Corporate Auto,Corporate L,3,3,Agent,Four-Door Car,Medsize
5221,YL,91288,California,No,Basic,Master,Employed,F,Urban,Single,Personal Auto,Personal L,2,3,Branch,Four-Door Car,Small
5222,XV,53746,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Special Auto,Special L,2,2,Agent,Two-Door Car,Medsize
5223,HU,57895,Washington,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L,1,1,Call Center,Sports Car,Medsize
5224,MI,95708,Arizona,No,Premium,High School or Below,Retired,F,Suburban,Married,Personal Auto,Personal L,3,1,Call Center,Four-Door Car,Large
5225,AX,45422,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L,2,1,Call Center,Four-Door Car,Medsize
5226,KT,92231,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L,1,1,Agent,Sports Car,Medsize
5227,BM,53580,Oregon,No,Extended,Bachelor,Unemployed,F,Rural,Divorced,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Medsize
5228,ZB,32409,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,1,1,Agent,Four-Door Car,Medsize
5229,XA,21742,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L,3,3,Branch,Four-Door Car,Small
5230,RD,22761,Washington,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,3,Call Center,Four-Door Car,Medsize
5231,PZ,10136,Oregon,No,Basic,Master,Employed,M,Rural,Single,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
5232,OG,62048,California,No,Basic,Master,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L,2,3,Branch,SUV,Medsize
5233,IH,23596,California,No,Basic,Bachelor,Unemployed,F,Urban,Divorced,Corporate Auto,Corporate L,3,1,Call Center,Four-Door Car,Medsize
5234,HE,72629,Arizona,No,Extended,Bachelor,Unemployed,F,Rural,Divorced,Personal Auto,Personal L,3,1,Branch,Two-Door Car,Large
5235,KW,52549,Arizona,Yes,Extended,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Personal L,3,2,Web,Four-Door Car,Medsize
5236,OZ,82391,California,No,Extended,Master,Employed,M,Rural,Divorced,Personal Auto,Personal L,1,2,Call Center,Two-Door Car,Large
5237,HH,22446,Nevada,Yes,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L,2,1,Branch,Sports Car,Large
5238,HW,16019,Oregon,No,Basic,Bachelor,Disabled,M,Rural,Married,Personal Auto,Personal L,1,4,Call Center,Two-Door Car,Medsize
5239,IS,30186,California,No,Extended,College,Employed,F,Rural,Divorced,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Medsize
5240,HN,45134,Arizona,Yes,Basic,Master,Employed,M,Rural,Divorced,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Small
5241,XI,79589,California,No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L,1,1,Branch,SUV,Medsize
5242,LK,57294,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,1,4,Call Center,Four-Door Car,Medsize
5243,JM,88889,California,No,Premium,High School or Below,Employed,F,Urban,Married,Corporate Auto,Corporate L,2,1,Agent,Four-Door Car,Medsize
5244,EZ,51276,Arizona,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L,1,1,Agent,Four-Door Car,Medsize
5245,JF,16295,Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L,2,3,Agent,Four-Door Car,Medsize
5246,XU,76821,California,No,Basic,College,Employed,F,Rural,Single,Corporate Auto,Corporate L,3,3,Agent,Two-Door Car,Medsize
5247,KR,62128,California,No,Basic,Master,Employed,F,Rural,Single,Personal Auto,Personal L,3,2,Agent,SUV,Medsize
5248,TG,70775,California,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Agent,Two-Door Car,Large
5249,XR,75319,Arizona,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L,3,2,Call Center,Two-Door Car,Large
5250,QB,26845,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,1,Agent,SUV,Medsize
5251,No,94161,California,No,Basic,High School or Below,Employed,M,Rural,Divorced,Corporate Auto,Corporate L,1,3,Agent,Two-Door Car,Medsize
5252,SQ,87105,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L,3,1,Web,Four-Door Car,Medsize
5253,XM,14899,Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L,3,4,Agent,SUV,Medsize
5254,QQ,51185,Nevada,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L,3,2,Web,Four-Door Car,Small
5255,XW,51700,Arizona,No,Basic,High School or Below,Employed,F,Rural,Single,Personal Auto,Personal L,3,3,Call Center,Four-Door Car,Medsize
5256,YK,60829,Oregon,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L,1,2,Agent,Two-Door Car,Large
5257,FB,68802,Arizona,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L,3,3,Agent,SUV,Small
5258,ON,67674,California,Yes,Basic,College,Employed,F,Rural,Single,Personal Auto,Personal L,2,2,Agent,Two-Door Car,Medsize
5259,MS,20849,California,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Medsize
5260,VK,94354,Oregon,No,Extended,Master,Unemployed,M,Rural,Married,Special Auto,Special L,2,1,Call Center,SUV,Small
5261,PZ,53130,California,No,Basic,College,Medical Leave,F,Urban,Married,Personal Auto,Personal L,2,3,Branch,Two-Door Car,Large
5262,HV,75704,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L,3,1,Agent,Four-Door Car,Small
5263,GU,18646,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Single,Special Auto,Special L,3,1,Agent,Two-Door Car,Small
5264,LI,77073,Oregon,No,Premium,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L,3,3,Agent,Sports Car,Large
5265,FW,43809,Oregon,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L,2,1,Web,Sports Car,Medsize
5266,WC,11515,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L,3,2,Web,Four-Door Car,Medsize
5267,ZT,52415,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,1,2,Branch,Two-Door Car,Medsize
5268,PH,83205,Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L,3,2,Agent,Two-Door Car,Medsize
5269,GI,46001,California,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L,3,1,Call Center,Two-Door Car,Large
5270,DY,27653,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Medsize
5271,GB,70718,Arizona,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Personal L,1,2,Web,Four-Door Car,Small
5272,YE,12395,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,2,4,Web,Sports Car,Large
5273,MA,94219,Nevada,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Medsize
5274,FJ,28407,California,Yes,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L,1,2,Web,SUV,Medsize
5275,CJ,72056,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Call Center,Four-Door Car,Medsize
5276,QU,52713,California,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L,3,2,Agent,SUV,Medsize
5277,FE,20514,Oregon,No,Basic,College,Employed,M,Urban,Single,Personal Auto,Personal L,1,2,Web,Four-Door Car,Medsize
5278,RY,43586,Oregon,No,Basic,Master,Disabled,F,Rural,Married,Personal Auto,Personal L,3,1,Agent,Two-Door Car,Medsize
5279,SK,66747,Washington,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L,3,1,Agent,Luxury SUV,Medsize
5280,SC,31713,California,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
5281,TH,72420,Oregon,No,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L,3,4,Agent,Two-Door Car,Small
5282,FD,75102,California,No,Extended,College,Disabled,F,Rural,Divorced,Personal Auto,Personal L,3,4,Call Center,Two-Door Car,Medsize
5283,LW,75453,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,3,3,Call Center,Four-Door Car,Medsize
5284,BS,96517,Washington,No,Basic,College,Employed,F,Urban,Single,Personal Auto,Personal L,1,1,Agent,Four-Door Car,Medsize
5285,SO,55284,Nevada,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L,1,2,Branch,SUV,Large
5286,SD,83603,Oregon,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L,1,2,Agent,Two-Door Car,Medsize
5287,JQ,68425,California,No,Basic,College,Employed,M,Rural,Married,Corporate Auto,Corporate L,2,1,Agent,SUV,Small
5288,VM,51572,Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Call Center,Four-Door Car,Medsize
5289,JH,58282,California,Yes,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
5290,WP,23743,California,No,Extended,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L,1,2,Branch,Four-Door Car,Small
5291,DS,47984,Arizona,Yes,Extended,Master,Employed,M,Urban,Married,Personal Auto,Personal L,1,3,Agent,Four-Door Car,Medsize
5292,UV,52613,Arizona,No,Basic,College,Disabled,M,Suburban,Married,Personal Auto,Personal L,3,4,Agent,Four-Door Car,Medsize
5293,XM,96138,California,No,Extended,Master,Employed,M,Urban,Married,Personal Auto,Personal L,1,3,Agent,Four-Door Car,Medsize
5294,HF,95739,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,2,Call Center,Four-Door Car,Medsize
5295,HG,81101,Washington,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,1,3,Web,Four-Door Car,Medsize
5296,VN,27419,Oregon,Yes,Extended,High School or Below,Retired,F,Suburban,Divorced,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Large
5297,VZ,59523,Arizona,No,Basic,Doctor,Employed,M,Rural,Married,Personal Auto,Personal L,3,1,Call Center,Two-Door Car,Large
5298,UF,91715,Nevada,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
5299,JV,13438,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Small
5300,MN,82687,Oregon,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Agent,SUV,Medsize
5301,MR,50410,Nevada,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Personal L,1,4,Branch,SUV,Medsize
5302,DT,53270,Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Large
5303,DA,79098,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L,2,1,Agent,Two-Door Car,Small
5304,FY,86121,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
5305,AA,69265,Nevada,No,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L,2,2,Web,Four-Door Car,Medsize
5306,ZT,86224,Nevada,No,Extended,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L,3,3,Branch,Four-Door Car,Medsize
5307,GW,89148,California,No,Extended,Doctor,Employed,M,Urban,Single,Personal Auto,Personal L,3,2,Web,SUV,Medsize
5308,EJ,97834,Nevada,No,Basic,High School or Below,Employed,F,Urban,Single,Personal Auto,Personal L,2,2,Branch,Two-Door Car,Medsize
5309,VM,66678,Oregon,Yes,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L,2,2,Web,Four-Door Car,Medsize
5310,OY,34553,Nevada,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L,1,3,Agent,Four-Door Car,Medsize
5311,JL,49772,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L,2,1,Call Center,Four-Door Car,Medsize
5312,ZO,44848,California,No,Basic,College,Unemployed,F,Urban,Married,Special Auto,Special L,3,1,Branch,Four-Door Car,Medsize
5313,TW,66679,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L,3,3,Agent,SUV,Small
5314,RP,98585,Arizona,No,Extended,Master,Employed,M,Urban,Married,Personal Auto,Personal L,3,4,Agent,Two-Door Car,Medsize
5315,XK,83294,California,No,Basic,High School or Below,Employed,F,Suburban,Single,Corporate Auto,Corporate L,1,1,Agent,Two-Door Car,Medsize
5316,VZ,43707,Nevada,No,Extended,High School or Below,Disabled,M,Suburban,Divorced,Corporate Auto,Corporate L,3,1,Branch,Four-Door Car,Small
5317,RO,89767,Arizona,No,Basic,Master,Unemployed,M,Urban,Married,Personal Auto,Personal L,1,3,Agent,Sports Car,Medsize
5318,UN,49741,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L,1,1,Call Center,SUV,Medsize
5319,SY,46862,Arizona,No,Extended,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L,1,1,Agent,Sports Car,Medsize
5320,ZY,60545,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Large
5321,WP,62115,Washington,No,Basic,College,Employed,F,Urban,Divorced,Corporate Auto,Corporate L,3,1,Branch,Two-Door Car,Medsize
5322,NK,16909,Oregon,No,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Call Center,SUV,Large
5323,BQ,41371,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,2,4,Branch,Four-Door Car,Small
5324,QF,29828,Arizona,No,Extended,Master,Employed,F,Rural,Married,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Medsize
5325,LP,59331,Arizona,No,Basic,College,Employed,M,Suburban,Single,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
5326,NJ,46471,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L,1,3,Agent,Four-Door Car,Medsize
5327,KX,53892,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Medsize
5328,YP,37291,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Small
5329,RX,93631,Arizona,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,3,2,Call Center,Four-Door Car,Medsize
5330,GS,26763,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Agent,Two-Door Car,Small
5331,SK,74843,Arizona,No,Basic,Master,Employed,F,Rural,Divorced,Personal Auto,Personal L,3,2,Web,Four-Door Car,Medsize
5332,AG,47947,Washington,Yes,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L,3,2,Web,Four-Door Car,Medsize
5333,LQ,23049,California,Yes,Basic,High School or Below,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
5334,VF,10088,Arizona,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L,1,2,Web,Four-Door Car,Medsize
5335,OJ,65428,Nevada,No,Premium,College,Disabled,M,Suburban,Divorced,Personal Auto,Personal L,3,2,Call Center,Four-Door Car,Medsize
5336,ZF,48094,Oregon,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L,1,4,Web,Four-Door Car,Medsize
5337,TN,56613,Arizona,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L,3,4,Web,Sports Car,Medsize
5338,IA,33339,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Corporate L,3,3,Agent,SUV,Medsize
5339,UB,28078,California,No,Premium,Master,Employed,M,Suburban,Divorced,Personal Auto,Personal L,2,2,Branch,Four-Door Car,Medsize
5340,ZK,60855,Oregon,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Corporate L,2,1,Agent,Four-Door Car,Medsize
5341,CM,73149,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L,3,2,Agent,Sports Car,Large
5342,SC,81807,California,No,Basic,College,Employed,F,Suburban,Married,Special Auto,Special L,2,3,Call Center,Sports Car,Small
5343,DS,57918,California,No,Basic,Bachelor,Medical Leave,M,Urban,Divorced,Corporate Auto,Corporate L,1,1,Branch,SUV,Large
5344,TN,29644,California,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L,1,2,Agent,Four-Door Car,Medsize
5345,UL,17918,Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L,2,4,Agent,Two-Door Car,Medsize
5346,MJ,25422,Oregon,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L,3,1,Call Center,Luxury SUV,Medsize
5347,FG,21377,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L,3,1,Agent,Four-Door Car,Medsize
5348,BQ,15946,Oregon,No,Extended,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Branch,Four-Door Car,Medsize
5349,CO,53249,Arizona,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L,3,1,Agent,Four-Door Car,Medsize
5350,XS,83731,Arizona,No,Basic,College,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L,1,3,Agent,Four-Door Car,Medsize
5351,VH,41477,Oregon,No,Premium,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L,3,4,Agent,Two-Door Car,Medsize
5352,AT,13963,Washington,No,Extended,Master,Employed,F,Urban,Divorced,Corporate Auto,Corporate L,2,2,Call Center,Sports Car,Medsize
