,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
5670,Arizona,No,Extended,High School or Below,2011-01-05,Retired,F,Suburban,Married,Personal Auto,2,3,Call Center,SUV,Medsize
5671,California,No,Basic,High School or Below,2011-01-18,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Small
5672,Arizona,No,Basic,College,2011-01-08,Unemployed,F,Suburban,Married,Personal Auto,3,3,Agent,SUV,Medsize
5673,California,No,Extended,Bachelor,2011-02-04,Employed,F,Suburban,Divorced,Corporate Auto,2,4,Call Center,SUV,Large
5674,California,No,Extended,College,2011-01-11,Unemployed,F,Suburban,Married,Personal Auto,2,1,Agent,SUV,Small
5675,California,No,Basic,Bachelor,2011-01-29,Employed,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize
5676,California,No,Premium,College,2011-02-05,Employed,F,Suburban,Married,Special Auto,2,3,Branch,Two-Door Car,Small
5677,California,No,Extended,Bachelor,2011-01-23,Employed,M,Urban,Married,Personal Auto,1,1,Branch,Four-Door Car,Large
5678,Arizona,No,Basic,Bachelor,2011-02-26,Employed,F,Rural,Married,Corporate Auto,3,1,Branch,Four-Door Car,Small
5679,Arizona,No,Basic,Master,2011-02-27,Medical Leave,M,Urban,Divorced,Corporate Auto,2,2,Agent,Four-Door Car,Medsize
5680,Arizona,No,Basic,Bachelor,2011-01-13,Employed,F,Suburban,Married,Personal Auto,3,4,Agent,Sports Car,Medsize
5681,Arizona,No,Basic,Bachelor,2011-01-08,Employed,F,Urban,Married,Personal Auto,1,1,Agent,SUV,Medsize
5682,Washington,Yes,Basic,Bachelor,2011-01-27,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Medsize
5683,California,No,Basic,Master,2011-02-02,Employed,F,Rural,Single,Personal Auto,2,1,Agent,Four-Door Car,Small
5684,California,No,Premium,High School or Below,2011-01-30,Employed,F,Urban,Married,Special Auto,3,2,Call Center,Sports Car,Medsize
5685,Oregon,No,Basic,High School or Below,2011-02-02,Employed,M,Urban,Married,Personal Auto,3,3,Branch,Four-Door Car,Small
5686,Oregon,No,Basic,High School or Below,2011-02-09,Disabled,M,Suburban,Divorced,Personal Auto,2,2,Agent,Four-Door Car,Medsize
5687,Nevada,No,Extended,Bachelor,2011-02-06,Employed,F,Urban,Single,Personal Auto,3,3,Web,Four-Door Car,Medsize
5688,Washington,No,Extended,Master,2011-02-24,Employed,M,Rural,Married,Special Auto,3,1,Branch,SUV,Medsize
5689,Oregon,No,Basic,Bachelor,2011-01-17,Employed,M,Rural,Married,Corporate Auto,2,1,Branch,SUV,Medsize
5690,Arizona,No,Extended,College,2011-02-03,Employed,M,Urban,Married,Personal Auto,1,1,Branch,Four-Door Car,Small
5691,Oregon,No,Basic,College,2011-02-04,Unemployed,F,Rural,Divorced,Personal Auto,3,3,Call Center,Two-Door Car,Large
5692,Oregon,No,Extended,Bachelor,2011-02-19,Employed,M,Urban,Married,Personal Auto,3,2,Agent,SUV,Medsize
5693,Arizona,No,Basic,Master,2011-02-26,Employed,F,Rural,Married,Personal Auto,2,1,Agent,Two-Door Car,Medsize
5694,California,No,Extended,Bachelor,2011-02-27,Unemployed,F,Suburban,Single,Personal Auto,2,2,Branch,Sports Car,Medsize
5695,California,No,Basic,High School or Below,2011-01-19,Employed,M,Urban,Married,Personal Auto,2,4,Agent,SUV,Medsize
5696,California,No,Extended,High School or Below,2011-01-01,Employed,F,Rural,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize
5697,California,No,Extended,Bachelor,2011-02-21,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Two-Door Car,Large
5698,California,No,Basic,Bachelor,2011-01-02,Employed,F,Suburban,Married,Personal Auto,2,2,Agent,Two-Door Car,Large
5699,Oregon,No,Premium,High School or Below,2011-01-14,Unemployed,F,Suburban,Single,Personal Auto,3,3,Agent,Luxury Car,Medsize
5700,California,No,Extended,College,2011-02-10,Employed,F,Urban,Married,Special Auto,1,1,Branch,SUV,Medsize
5701,Oregon,Yes,Extended,Bachelor,2011-01-10,Medical Leave,F,Suburban,Married,Personal Auto,1,2,Agent,SUV,Small
5702,California,No,Extended,High School or Below,2011-02-19,Unemployed,M,Suburban,Single,Personal Auto,2,1,Branch,Four-Door Car,Medsize
5703,Oregon,No,Basic,College,2011-02-18,Employed,F,Rural,Married,Personal Auto,2,4,Call Center,SUV,Medsize
5704,Arizona,No,Basic,Master,2011-02-07,Employed,F,Rural,Divorced,Personal Auto,2,4,Branch,Four-Door Car,Medsize
5705,Oregon,No,Basic,Bachelor,2011-01-17,Employed,M,Rural,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize
5706,California,No,Basic,Bachelor,2011-01-15,Unemployed,M,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Medsize
5707,California,Yes,Extended,College,2011-02-23,Retired,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize
5708,California,No,Extended,Bachelor,2011-01-11,Unemployed,M,Suburban,Single,Personal Auto,3,3,Branch,SUV,Medsize
5709,Washington,No,Basic,Bachelor,2011-01-02,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize
5710,Arizona,No,Basic,High School or Below,2011-02-19,Unemployed,F,Suburban,Single,Corporate Auto,1,4,Web,Four-Door Car,Medsize
5711,Arizona,No,Basic,Doctor,2011-02-01,Medical Leave,M,Suburban,Divorced,Personal Auto,3,1,Branch,SUV,Medsize
5712,Oregon,No,Basic,High School or Below,2011-02-19,Employed,F,Urban,Divorced,Personal Auto,3,3,Agent,Two-Door Car,Medsize
5713,Oregon,No,Premium,College,2011-01-27,Unemployed,M,Suburban,Single,Corporate Auto,2,1,Branch,Sports Car,Medsize
5714,California,Yes,Premium,High School or Below,2011-02-14,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Small
5715,Oregon,No,Basic,Bachelor,2011-02-22,Unemployed,F,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Large
5716,Oregon,No,Extended,High School or Below,2011-01-31,Employed,M,Suburban,Married,Personal Auto,3,1,Call Center,Luxury Car,Small
5717,Oregon,No,Basic,Bachelor,2011-01-25,Unemployed,F,Suburban,Married,Personal Auto,3,2,Web,SUV,Small
5718,Oregon,No,Extended,Bachelor,2011-02-16,Unemployed,F,Suburban,Single,Personal Auto,3,1,Call Center,Four-Door Car,Small
5719,Oregon,No,Basic,High School or Below,2011-01-11,Employed,F,Urban,Divorced,Personal Auto,2,1,Agent,Two-Door Car,Medsize
5720,Oregon,No,Extended,High School or Below,2011-02-26,Disabled,M,Suburban,Married,Personal Auto,1,1,Branch,SUV,Medsize
5721,California,No,Basic,Bachelor,2011-02-18,Employed,M,Urban,Married,Personal Auto,2,3,Branch,Four-Door Car,Medsize
5722,California,No,Basic,High School or Below,2011-01-19,Unemployed,F,Suburban,Divorced,Personal Auto,2,1,Agent,Sports Car,Medsize
5723,Oregon,No,Basic,Bachelor,2011-01-09,Medical Leave,M,Suburban,Divorced,Special Auto,3,1,Agent,Luxury SUV,Medsize
5724,Washington,No,Extended,College,2011-01-09,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize
5725,Oregon,No,Extended,High School or Below,2011-02-12,Unemployed,F,Suburban,Single,Personal Auto,3,1,Call Center,SUV,Medsize
5726,Arizona,No,Extended,Bachelor,2011-02-05,Disabled,M,Urban,Single,Personal Auto,1,1,Agent,Four-Door Car,Medsize
5727,California,Yes,Premium,College,2011-01-03,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Medsize
5728,California,No,Basic,College,2011-02-06,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Medsize
5729,Washington,No,Extended,High School or Below,2011-01-17,Unemployed,F,Suburban,Single,Personal Auto,2,1,Call Center,Luxury Car,Medsize
5730,Arizona,No,Basic,Bachelor,2011-01-28,Medical Leave,F,Suburban,Single,Personal Auto,1,2,Web,Four-Door Car,Medsize
5731,Oregon,No,Extended,Bachelor,2011-02-27,Unemployed,F,Suburban,Single,Personal Auto,1,2,Branch,Four-Door Car,Small
5732,California,No,Extended,High School or Below,2011-02-27,Employed,M,Suburban,Single,Personal Auto,3,4,Branch,Four-Door Car,Small
5733,Arizona,Yes,Basic,Bachelor,2011-01-26,Employed,F,Urban,Married,Special Auto,1,2,Agent,Four-Door Car,Medsize
5734,California,No,Basic,College,2011-01-29,Employed,F,Suburban,Divorced,Personal Auto,3,3,Agent,Four-Door Car,Small
5735,Oregon,No,Basic,College,2011-02-08,Employed,F,Suburban,Single,Corporate Auto,3,1,Agent,Two-Door Car,Medsize
5736,California,Yes,Basic,College,2011-02-07,Employed,M,Urban,Married,Corporate Auto,1,2,Agent,Sports Car,Medsize
5737,California,Yes,Extended,High School or Below,2011-01-31,Unemployed,M,Suburban,Married,Corporate Auto,3,1,Agent,SUV,Medsize
5738,California,No,Extended,High School or Below,2011-01-24,Employed,M,Urban,Married,Personal Auto,2,4,Agent,Two-Door Car,Medsize
5739,California,Yes,Extended,Bachelor,2011-01-03,Retired,F,Suburban,Divorced,Personal Auto,3,2,Call Center,Four-Door Car,Medsize
5740,California,No,Extended,College,2011-01-02,Unemployed,M,Suburban,Single,Personal Auto,1,3,Call Center,Four-Door Car,Medsize
5741,Arizona,No,Basic,College,2011-01-30,Employed,M,Rural,Married,Personal Auto,3,4,Branch,Two-Door Car,Medsize
5742,California,Yes,Basic,College,2011-01-03,Retired,M,Suburban,Divorced,Corporate Auto,3,2,Web,Four-Door Car,Medsize
5743,Arizona,No,Basic,High School or Below,2011-01-25,Employed,F,Suburban,Married,Personal Auto,2,4,Branch,Four-Door Car,Small
5744,California,No,Premium,High School or Below,2011-01-27,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Medsize
5745,Arizona,No,Extended,College,2011-01-29,Employed,F,Rural,Married,Personal Auto,3,3,Agent,Sports Car,Small
5746,California,No,Basic,College,2011-02-07,Employed,F,Rural,Divorced,Personal Auto,2,3,Call Center,SUV,Medsize
5747,California,No,Extended,High School or Below,2011-01-08,Employed,M,Urban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize
5748,California,Yes,Extended,Bachelor,2011-02-27,Unemployed,F,Suburban,Divorced,Personal Auto,3,1,Call Center,SUV,Medsize
5749,Oregon,No,Premium,College,2011-01-12,Unemployed,F,Suburban,Single,Personal Auto,3,1,Web,Four-Door Car,Small
5750,Nevada,Yes,Premium,High School or Below,2011-01-26,Unemployed,M,Suburban,Married,Personal Auto,2,2,Web,SUV,Medsize
5751,Arizona,No,Basic,Bachelor,2011-01-25,Unemployed,M,Suburban,Divorced,Personal Auto,2,1,Branch,Four-Door Car,Medsize
5752,Oregon,No,Extended,Bachelor,2011-02-15,Employed,M,Suburban,Married,Personal Auto,3,3,Web,Four-Door Car,Large
5753,California,No,Premium,Bachelor,2011-01-04,Employed,M,Rural,Married,Personal Auto,2,2,Branch,Two-Door Car,Medsize
5754,California,Yes,Basic,College,2011-02-14,Employed,M,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Large
5755,Washington,No,Basic,High School or Below,2011-01-24,Employed,F,Suburban,Single,Personal Auto,2,2,Branch,Four-Door Car,Medsize
5756,Oregon,No,Basic,College,2011-02-28,Disabled,M,Suburban,Single,Corporate Auto,3,1,Branch,Four-Door Car,Small
5757,Washington,No,Premium,High School or Below,2011-01-26,Employed,M,Rural,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize
5758,Nevada,No,Basic,College,2011-02-23,Employed,F,Rural,Divorced,Personal Auto,3,1,Branch,Two-Door Car,Medsize
5759,Washington,No,Basic,College,2011-02-10,Employed,F,Rural,Married,Corporate Auto,3,1,Branch,Four-Door Car,Medsize
5760,Oregon,No,Premium,Bachelor,2011-01-06,Employed,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize
5761,Oregon,No,Basic,High School or Below,2011-02-18,Employed,M,Suburban,Single,Corporate Auto,3,1,Branch,Luxury Car,Medsize
5762,Nevada,No,Basic,Bachelor,2011-02-26,Employed,M,Suburban,Divorced,Personal Auto,3,4,Call Center,Two-Door Car,Small
5763,Washington,No,Basic,High School or Below,2011-01-25,Unemployed,F,Suburban,Single,Special Auto,1,1,Branch,Four-Door Car,Small
5764,California,No,Basic,College,2011-01-13,Employed,F,Rural,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize
5765,California,No,Basic,College,2011-01-15,Employed,F,Rural,Single,Personal Auto,2,2,Web,Sports Car,Medsize
5766,Oregon,No,Basic,College,2011-01-01,Employed,F,Suburban,Divorced,Corporate Auto,3,1,Agent,Two-Door Car,Small
5767,Arizona,Yes,Basic,High School or Below,2011-01-14,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Sports Car,Medsize
5768,Oregon,No,Premium,High School or Below,2011-02-27,Unemployed,F,Suburban,Single,Personal Auto,1,1,Agent,SUV,Medsize
5769,California,No,Extended,Bachelor,2011-01-21,Employed,F,Rural,Single,Corporate Auto,3,1,Agent,Four-Door Car,Medsize
5770,Oregon,No,Basic,College,2011-01-23,Employed,F,Suburban,Single,Corporate Auto,3,1,Branch,Four-Door Car,Small
5771,Oregon,No,Premium,College,2011-01-22,Employed,F,Suburban,Divorced,Personal Auto,2,1,Branch,Four-Door Car,Small
5772,Nevada,No,Extended,College,2011-01-03,Medical Leave,M,Suburban,Married,Personal Auto,3,1,Web,SUV,Medsize
5773,California,No,Extended,Bachelor,2011-02-22,Unemployed,M,Suburban,Single,Corporate Auto,1,2,Agent,Luxury Car,Medsize
5774,California,No,Extended,High School or Below,2011-02-07,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Sports Car,Medsize
5775,Oregon,No,Basic,Master,2011-01-06,Employed,F,Urban,Married,Personal Auto,1,3,Call Center,Two-Door Car,Medsize
5776,Oregon,No,Basic,Master,2011-01-09,Employed,F,Rural,Married,Personal Auto,3,3,Branch,Two-Door Car,Large
5777,Oregon,Yes,Basic,College,2011-02-05,Employed,M,Urban,Married,Personal Auto,2,1,Agent,SUV,Medsize
5778,Arizona,Yes,Basic,College,2011-01-24,Retired,F,Suburban,Married,Corporate Auto,3,2,Branch,Two-Door Car,Large
5779,Washington,No,Extended,High School or Below,2011-02-05,Medical Leave,F,Suburban,Divorced,Personal Auto,2,1,Agent,Two-Door Car,Medsize
5780,California,No,Basic,Bachelor,2011-01-24,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,SUV,Medsize
5781,Washington,No,Extended,High School or Below,2011-01-22,Unemployed,M,Suburban,Married,Personal Auto,3,2,Branch,SUV,Large
5782,California,No,Extended,Bachelor,2011-02-04,Employed,F,Suburban,Single,Corporate Auto,3,1,Agent,SUV,Medsize
5783,Oregon,No,Extended,Master,2011-01-17,Employed,F,Urban,Married,Corporate Auto,3,2,Agent,Four-Door Car,Medsize
5784,California,No,Basic,High School or Below,2011-02-17,Employed,F,Rural,Married,Corporate Auto,3,4,Agent,Sports Car,Medsize
5785,Arizona,No,Extended,Master,2011-01-20,Employed,M,Rural,Single,Personal Auto,3,1,Branch,Four-Door Car,Small
5786,Washington,No,Basic,Bachelor,2011-01-26,Disabled,F,Urban,Married,Corporate Auto,3,1,Agent,Luxury Car,Medsize
5787,California,No,Basic,Master,2011-01-01,Employed,M,Rural,Married,Personal Auto,2,4,Agent,Four-Door Car,Medsize
5788,Nevada,No,Extended,High School or Below,2011-02-09,Medical Leave,F,Suburban,Married,Corporate Auto,2,1,Web,Sports Car,Small
5789,Washington,No,Basic,Bachelor,2011-02-27,Unemployed,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Small
5790,Oregon,No,Basic,Master,2011-01-31,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Small
5791,Washington,No,Extended,College,2011-02-01,Unemployed,M,Suburban,Married,Personal Auto,3,2,Web,SUV,Large
5792,Nevada,Yes,Basic,Bachelor,2011-02-19,Employed,M,Urban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize
5793,Arizona,Yes,Premium,High School or Below,2011-02-27,Employed,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize
5794,California,No,Basic,High School or Below,2011-01-17,Disabled,M,Suburban,Married,Personal Auto,3,3,Web,Four-Door Car,Medsize
5795,Oregon,No,Extended,High School or Below,2011-02-18,Employed,M,Urban,Married,Personal Auto,2,4,Agent,SUV,Medsize
5796,Arizona,No,Basic,Doctor,2011-02-26,Employed,F,Rural,Married,Corporate Auto,2,3,Agent,Four-Door Car,Medsize
5797,Washington,No,Basic,Bachelor,2011-01-24,Employed,F,Rural,Married,Personal Auto,2,2,Branch,Two-Door Car,Medsize
5798,California,No,Basic,High School or Below,2011-01-11,Unemployed,F,Suburban,Single,Special Auto,2,1,Agent,Sports Car,Medsize
5799,Arizona,No,Extended,Bachelor,2011-02-05,Medical Leave,F,Suburban,Married,Personal Auto,3,2,Web,Two-Door Car,Medsize
5800,California,Yes,Basic,College,2011-02-28,Unemployed,M,Suburban,Divorced,Personal Auto,1,1,Agent,Two-Door Car,Medsize
5801,California,No,Basic,Bachelor,2011-02-04,Employed,F,Rural,Married,Corporate Auto,3,2,Branch,Four-Door Car,Medsize
5802,Oregon,No,Extended,High School or Below,2011-01-06,Disabled,M,Suburban,Married,Corporate Auto,3,2,Call Center,Four-Door Car,Medsize
5803,Washington,No,Basic,Bachelor,2011-02-11,Employed,M,Rural,Married,Personal Auto,3,1,Call Center,Four-Door Car,Small
5804,Nevada,No,Extended,College,2011-01-29,Medical Leave,M,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize
5805,Washington,No,Basic,College,2011-02-26,Employed,M,Rural,Married,Personal Auto,3,3,Branch,Two-Door Car,Medsize
5806,Oregon,Yes,Extended,College,2011-01-08,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,SUV,Medsize
5807,Oregon,No,Basic,High School or Below,2011-02-05,Employed,M,Suburban,Single,Corporate Auto,3,2,Branch,Two-Door Car,Medsize
5808,Oregon,No,Basic,College,2011-01-27,Employed,F,Urban,Married,Corporate Auto,3,1,Agent,SUV,Medsize
5809,Oregon,No,Basic,High School or Below,2011-01-02,Employed,F,Suburban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Small
5810,Arizona,No,Extended,Bachelor,2011-01-20,Employed,F,Urban,Married,Personal Auto,2,2,Agent,SUV,Medsize
5811,Nevada,No,Basic,Bachelor,2011-01-02,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,Sports Car,Small
5812,California,No,Extended,Bachelor,2011-01-04,Unemployed,M,Suburban,Single,Personal Auto,3,4,Web,Four-Door Car,Medsize
5813,California,No,Basic,College,2011-02-07,Employed,M,Urban,Single,Personal Auto,2,4,Branch,Four-Door Car,Medsize
5814,Arizona,No,Extended,Bachelor,2011-02-05,Employed,M,Urban,Married,Personal Auto,3,1,Agent,Sports Car,Medsize
5815,Oregon,No,Extended,Bachelor,2011-01-02,Employed,F,Urban,Married,Personal Auto,1,1,Agent,Four-Door Car,Large
5816,Oregon,No,Basic,High School or Below,2011-02-11,Employed,M,Rural,Married,Corporate Auto,3,1,Agent,Four-Door Car,Medsize
5817,Arizona,No,Extended,High School or Below,2011-01-04,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize
5818,California,No,Premium,Bachelor,2011-02-26,Employed,F,Rural,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize
5819,Oregon,No,Basic,Bachelor,2011-01-10,Employed,M,Suburban,Married,Personal Auto,2,2,Web,Four-Door Car,Medsize
5820,California,No,Basic,High School or Below,2011-01-14,Employed,F,Rural,Married,Corporate Auto,3,2,Agent,Four-Door Car,Medsize
5821,Washington,Yes,Extended,High School or Below,2011-02-24,Unemployed,F,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Large
5822,Oregon,No,Basic,High School or Below,2011-02-04,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Large
5823,Oregon,Yes,Extended,College,2011-01-09,Employed,F,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize
5824,Nevada,Yes,Premium,High School or Below,2011-01-31,Employed,F,Suburban,Divorced,Personal Auto,2,1,Call Center,Four-Door Car,Medsize
5825,Arizona,No,Basic,High School or Below,2011-01-30,Employed,M,Suburban,Married,Personal Auto,3,3,Agent,Two-Door Car,Small
5826,California,No,Basic,Bachelor,2011-02-28,Employed,F,Rural,Married,Personal Auto,2,4,Web,Four-Door Car,Medsize
5827,Oregon,No,Premium,Doctor,2011-01-01,Employed,F,Rural,Married,Personal Auto,3,2,Branch,Luxury Car,Medsize
5828,Arizona,No,Extended,College,2011-02-23,Unemployed,F,Suburban,Married,Personal Auto,3,1,Branch,Two-Door Car,Medsize
5829,California,No,Extended,Bachelor,2011-02-25,Employed,F,Rural,Married,Personal Auto,3,4,Branch,SUV,Small
5830,California,No,Extended,College,2011-02-03,Unemployed,M,Suburban,Single,Personal Auto,3,2,Web,Four-Door Car,Medsize
5831,California,No,Basic,Bachelor,2011-01-19,Employed,F,Suburban,Married,Personal Auto,3,2,Web,Two-Door Car,Medsize
5832,Washington,No,Basic,Bachelor,2011-02-06,Unemployed,F,Suburban,Single,Personal Auto,2,3,Branch,Four-Door Car,Small
5833,California,Yes,Premium,Bachelor,2011-01-24,Employed,F,Suburban,Single,Personal Auto,3,2,Agent,Luxury Car,Medsize
5834,Nevada,No,Basic,High School or Below,2011-02-14,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,Sports Car,Medsize
5835,California,No,Basic,College,2011-02-23,Employed,M,Rural,Married,Personal Auto,3,1,Call Center,SUV,Medsize
5836,Arizona,No,Basic,High School or Below,2011-01-28,Employed,M,Suburban,Divorced,Personal Auto,2,1,Branch,Four-Door Car,Medsize
5837,Arizona,No,Basic,Bachelor,2011-01-17,Unemployed,M,Suburban,Married,Personal Auto,1,1,Branch,Two-Door Car,Large
5838,Oregon,Yes,Extended,Doctor,2011-02-01,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Two-Door Car,Medsize
