,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,sales_channel,vehicle_class,vehicle_size
4600,Arizona,0,2,1,Medical Leave,0,Suburban,Married,Personal Auto,2,Agent,Two-Door Car,2
4601,Nevada,0,2,1,Unemployed,1,Suburban,Married,Personal Auto,2,Agent,Two-Door Car,2
4602,Oregon,0,1,3,Unemployed,1,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,3
4603,Arizona,0,3,2,Employed,1,Suburban,Married,Personal Auto,3,Agent,Two-Door Car,2
4604,Oregon,0,3,1,Unemployed,1,Suburban,Divorced,Personal Auto,2,Branch,SUV,1
4605,Oregon,0,1,1,Employed,1,Rural,Married,Personal Auto,3,Agent,Four-Door Car,2
4606,California,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,2
4607,California,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,2
4608,Oregon,0,2,1,Employed,0,Suburban,Married,Personal Auto,3,Branch,SUV,2
4609,Oregon,0,2,2,Employed,1,Rural,Single,Personal Auto,1,Web,Four-Door Car,2
4610,Oregon,0,1,2,Unemployed,1,Suburban,Single,Corporate Auto,3,Agent,Four-Door Car,1
4611,Arizona,0,1,2,Employed,1,Urban,Married,Special Auto,2,Branch,Two-Door Car,3
4612,California,0,1,1,Employed,0,Rural,Married,Personal Auto,2,Call Center,SUV,2
4613,Washington,0,1,2,Employed,1,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,1
4614,California,0,1,1,Medical Leave,0,Suburban,Married,Personal Auto,2,Agent,Two-Door Car,2
4615,Washington,0,2,1,Employed,1,Suburban,Married,Personal Auto,1,Web,Four-Door Car,2
4616,California,1,1,1,Employed,1,Rural,Married,Corporate Auto,3,Agent,Sports Car,2
4617,California,0,1,3,Unemployed,0,Suburban,Married,Personal Auto,3,Agent,SUV,2
4618,Arizona,0,2,2,Unemployed,1,Suburban,Divorced,Personal Auto,3,Agent,Four-Door Car,3
4619,Washington,0,1,2,Employed,1,Urban,Single,Corporate Auto,2,Agent,Four-Door Car,2
4620,Oregon,0,1,2,Employed,0,Urban,Single,Personal Auto,1,Branch,Four-Door Car,2
4621,Nevada,0,1,1,Employed,0,Urban,Married,Personal Auto,3,Web,Four-Door Car,1
4622,Oregon,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Branch,Four-Door Car,2
4623,Oregon,1,2,2,Employed,0,Urban,Married,Personal Auto,3,Branch,Four-Door Car,2
4624,California,0,1,2,Employed,0,Rural,Single,Personal Auto,3,Branch,Two-Door Car,2
4625,California,0,1,2,Unemployed,1,Suburban,Single,Corporate Auto,3,Branch,Four-Door Car,2
4626,Nevada,0,2,1,Unemployed,0,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,1
4627,Oregon,0,1,2,Employed,1,Urban,Married,Corporate Auto,1,Web,SUV,2
4628,California,1,2,1,Employed,1,Rural,Divorced,Personal Auto,1,Agent,Four-Door Car,2
4629,Nevada,0,2,2,Employed,0,Suburban,Single,Personal Auto,2,Web,Four-Door Car,1
4630,Arizona,1,1,1,Employed,1,Suburban,Married,Personal Auto,2,Call Center,Four-Door Car,1
4631,California,0,2,2,Unemployed,0,Suburban,Married,Personal Auto,2,Branch,Sports Car,3
4632,Oregon,0,1,2,Employed,0,Rural,Married,Personal Auto,3,Branch,Two-Door Car,2
4633,Oregon,0,1,2,Disabled,0,Suburban,Divorced,Personal Auto,3,Web,Two-Door Car,2
4634,Arizona,0,3,3,Employed,0,Urban,Married,Personal Auto,1,Web,Four-Door Car,2
4635,Washington,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,1,Agent,Luxury Car,2
4636,Oregon,0,1,2,Employed,1,Urban,Single,Personal Auto,2,Web,SUV,2
4637,Arizona,0,1,2,Employed,1,Suburban,Single,Corporate Auto,3,Branch,SUV,2
4638,Arizona,0,1,2,Employed,0,Urban,Married,Personal Auto,1,Call Center,Four-Door Car,2
4639,Oregon,0,1,2,Employed,0,Rural,Married,Corporate Auto,3,Branch,Two-Door Car,2
4640,Oregon,0,1,1,Employed,0,Urban,Single,Personal Auto,3,Branch,Luxury SUV,2
4641,Oregon,0,2,2,Employed,0,Suburban,Married,Personal Auto,2,Agent,SUV,1
4642,Arizona,0,1,2,Employed,0,Urban,Married,Personal Auto,2,Agent,Four-Door Car,2
4643,California,0,1,2,Employed,1,Suburban,Married,Special Auto,2,Agent,Four-Door Car,2
4644,California,0,2,2,Employed,1,Rural,Married,Personal Auto,2,Web,Four-Door Car,2
4645,Oregon,0,1,2,Unemployed,1,Suburban,Married,Corporate Auto,3,Branch,Two-Door Car,2
4646,Oregon,1,2,2,Retired,1,Suburban,Married,Personal Auto,3,Agent,Two-Door Car,2
4647,Nevada,0,3,2,Employed,0,Rural,Married,Personal Auto,1,Call Center,Two-Door Car,2
4648,Oregon,0,1,1,Employed,0,Suburban,Divorced,Corporate Auto,3,Agent,Four-Door Car,1
4649,Oregon,1,2,2,Retired,0,Suburban,Single,Corporate Auto,3,Branch,Four-Door Car,1
4650,Arizona,0,3,1,Disabled,0,Suburban,Married,Personal Auto,2,Agent,SUV,2
4651,California,0,2,4,Disabled,1,Suburban,Married,Personal Auto,2,Call Center,Two-Door Car,2
4652,Nevada,0,1,2,Employed,0,Rural,Married,Personal Auto,2,Call Center,SUV,2
4653,Oregon,0,2,2,Employed,1,Urban,Married,Personal Auto,1,Branch,Two-Door Car,2
4654,Arizona,0,2,2,Medical Leave,1,Suburban,Divorced,Special Auto,2,Agent,Two-Door Car,3
4655,Oregon,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,3,Call Center,Two-Door Car,2
4656,California,0,2,1,Unemployed,0,Suburban,Single,Personal Auto,3,Branch,Two-Door Car,2
4657,California,0,2,1,Employed,0,Suburban,Married,Personal Auto,2,Agent,Two-Door Car,1
4658,Oregon,0,1,2,Employed,0,Urban,Married,Personal Auto,2,Agent,Four-Door Car,2
4659,Oregon,0,1,2,Medical Leave,1,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,2
4660,California,0,1,2,Retired,1,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,3
4661,California,0,1,2,Employed,1,Rural,Married,Personal Auto,2,Call Center,Four-Door Car,2
4662,Nevada,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,3,Call Center,Four-Door Car,2
4663,Oregon,0,1,2,Employed,0,Suburban,Married,Personal Auto,1,Web,Two-Door Car,3
4664,California,0,2,3,Medical Leave,1,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,1
4665,California,1,1,2,Employed,1,Suburban,Married,Corporate Auto,2,Agent,Two-Door Car,2
4666,Oregon,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,3,Branch,Two-Door Car,3
4667,Washington,1,1,1,Medical Leave,1,Suburban,Single,Special Auto,2,Call Center,Four-Door Car,2
4668,Oregon,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,1,Web,SUV,1
4669,Washington,0,1,1,Employed,1,Suburban,Divorced,Corporate Auto,2,Call Center,Two-Door Car,3
4670,Arizona,1,1,1,Employed,1,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,1
4671,Nevada,0,3,2,Employed,0,Suburban,Single,Corporate Auto,1,Web,Four-Door Car,2
4672,Nevada,0,2,2,Employed,0,Urban,Single,Personal Auto,3,Call Center,SUV,2
4673,Oregon,0,2,2,Employed,0,Urban,Married,Special Auto,2,Call Center,Four-Door Car,2
4674,California,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Agent,Two-Door Car,1
4675,Oregon,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,2
4676,Oregon,1,2,1,Employed,1,Suburban,Single,Personal Auto,1,Branch,Two-Door Car,1
4677,Arizona,0,1,2,Employed,1,Suburban,Married,Special Auto,3,Call Center,SUV,2
4678,Oregon,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,1,Branch,Two-Door Car,2
4679,Arizona,0,1,2,Employed,0,Rural,Married,Personal Auto,2,Call Center,SUV,2
4680,Nevada,0,1,2,Unemployed,1,Suburban,Single,Corporate Auto,2,Agent,Two-Door Car,2
4681,Arizona,0,2,2,Employed,0,Rural,Married,Personal Auto,3,Agent,Four-Door Car,2
4682,Oregon,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,1,Agent,Luxury Car,2
4683,Arizona,0,2,3,Employed,0,Rural,Married,Corporate Auto,2,Agent,Four-Door Car,2
4684,Oregon,0,1,2,Employed,0,Suburban,Married,Corporate Auto,1,Agent,SUV,3
4685,Arizona,0,1,2,Employed,0,Urban,Married,Personal Auto,3,Agent,Four-Door Car,2
4686,Oregon,0,1,2,Employed,1,Urban,Married,Personal Auto,3,Web,Two-Door Car,3
4687,Washington,0,1,1,Unemployed,0,Rural,Married,Personal Auto,2,Web,Four-Door Car,2
4688,Arizona,0,2,2,Employed,1,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,1
4689,Arizona,0,1,3,Employed,1,Rural,Married,Personal Auto,3,Web,SUV,2
4690,Arizona,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,2
4691,California,0,1,2,Employed,0,Urban,Married,Personal Auto,3,Branch,SUV,2
4692,Oregon,0,2,1,Employed,1,Suburban,Married,Personal Auto,2,Web,Four-Door Car,2
4693,Arizona,0,1,2,Employed,0,Suburban,Married,Corporate Auto,3,Agent,Two-Door Car,3
4694,California,0,2,2,Unemployed,0,Suburban,Single,Personal Auto,3,Branch,SUV,2
4695,California,0,1,2,Employed,0,Suburban,Married,Corporate Auto,2,Branch,Four-Door Car,3
4696,Oregon,0,1,2,Employed,1,Rural,Married,Personal Auto,1,Branch,Four-Door Car,2
4697,California,0,1,2,Employed,0,Suburban,Divorced,Personal Auto,2,Call Center,Four-Door Car,2
4698,California,0,2,1,Employed,1,Rural,Single,Personal Auto,2,Call Center,Sports Car,2
4699,California,0,1,1,Unemployed,1,Suburban,Single,Personal Auto,3,Call Center,Four-Door Car,1
4700,Oregon,0,3,2,Unemployed,0,Suburban,Single,Corporate Auto,3,Branch,Four-Door Car,2
4701,Oregon,0,2,1,Unemployed,0,Suburban,Single,Personal Auto,2,Web,Four-Door Car,2
4702,California,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,1
4703,Arizona,0,1,2,Disabled,0,Suburban,Divorced,Personal Auto,2,Branch,Four-Door Car,2
4704,California,0,2,3,Employed,0,Urban,Married,Personal Auto,2,Web,Four-Door Car,2
4705,Oregon,0,1,3,Employed,1,Rural,Married,Personal Auto,1,Call Center,SUV,3
4706,Washington,1,1,2,Employed,1,Urban,Single,Corporate Auto,1,Agent,Four-Door Car,2
4707,Oregon,0,2,1,Retired,0,Suburban,Divorced,Corporate Auto,3,Branch,Four-Door Car,2
4708,Oregon,0,1,2,Employed,1,Rural,Married,Personal Auto,3,Agent,SUV,2
4709,Nevada,0,1,2,Disabled,1,Rural,Married,Corporate Auto,1,Branch,Four-Door Car,2
4710,Oregon,0,1,1,Employed,0,Suburban,Married,Personal Auto,3,Call Center,Four-Door Car,3
4711,California,0,1,1,Employed,1,Rural,Married,Corporate Auto,2,Web,Luxury Car,2
4712,Oregon,0,2,2,Employed,0,Urban,Married,Corporate Auto,2,Call Center,Four-Door Car,2
4713,California,0,1,2,Unemployed,1,Urban,Single,Personal Auto,3,Call Center,Four-Door Car,2
4714,California,0,2,2,Unemployed,1,Suburban,Divorced,Personal Auto,1,Branch,Four-Door Car,2
4715,Nevada,0,2,3,Unemployed,1,Suburban,Divorced,Personal Auto,3,Branch,Four-Door Car,2
4716,Oregon,1,2,2,Employed,0,Rural,Married,Personal Auto,3,Call Center,Two-Door Car,3
4717,California,0,2,3,Employed,1,Urban,Married,Personal Auto,3,Agent,SUV,3
4718,Oregon,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Call Center,SUV,2
4719,California,0,2,2,Unemployed,0,Suburban,Married,Personal Auto,3,Agent,Luxury SUV,2
4720,Washington,0,1,2,Employed,0,Suburban,Married,Corporate Auto,1,Agent,Four-Door Car,2
4721,Arizona,0,1,2,Employed,1,Suburban,Married,Personal Auto,2,Agent,SUV,2
4722,Arizona,0,2,1,Disabled,1,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,2
4723,Oregon,0,2,3,Employed,1,Suburban,Married,Corporate Auto,3,Branch,Two-Door Car,1
4724,Oregon,0,1,1,Employed,1,Suburban,Married,Corporate Auto,2,Branch,Two-Door Car,3
4725,Nevada,0,2,2,Employed,0,Suburban,Married,Personal Auto,3,Branch,SUV,2
4726,California,1,1,2,Employed,1,Rural,Married,Corporate Auto,2,Call Center,Four-Door Car,2
4727,Oregon,0,1,1,Unemployed,1,Suburban,Married,Corporate Auto,2,Agent,SUV,1
4728,California,0,1,2,Employed,0,Suburban,Divorced,Corporate Auto,2,Call Center,SUV,3
4729,Nevada,0,2,2,Employed,1,Urban,Married,Personal Auto,3,Agent,Sports Car,2
4730,California,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,2
4731,Arizona,0,1,4,Employed,1,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,2
4732,Oregon,0,1,1,Employed,0,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,1
4733,Oregon,0,2,2,Employed,1,Suburban,Married,Corporate Auto,1,Branch,Two-Door Car,1
4734,Oregon,0,2,4,Employed,0,Urban,Married,Personal Auto,2,Web,Four-Door Car,2
4735,Nevada,0,1,1,Employed,1,Suburban,Single,Special Auto,3,Agent,SUV,2
4736,Nevada,0,1,2,Employed,1,Urban,Married,Personal Auto,1,Call Center,SUV,1
4737,Oregon,0,2,2,Employed,0,Suburban,Married,Corporate Auto,3,Branch,Four-Door Car,2
4738,California,0,1,2,Employed,0,Rural,Married,Personal Auto,3,Web,SUV,2
4739,Nevada,0,1,2,Unemployed,1,Suburban,Divorced,Personal Auto,1,Branch,SUV,3
4740,Oregon,0,3,2,Employed,0,Rural,Married,Corporate Auto,1,Branch,SUV,2
4741,Washington,1,1,2,Employed,1,Suburban,Single,Corporate Auto,3,Call Center,Four-Door Car,1
4742,Oregon,0,1,2,Employed,0,Urban,Single,Personal Auto,3,Web,Sports Car,2
4743,Oregon,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Branch,Two-Door Car,2
4744,Oregon,1,1,2,Medical Leave,0,Suburban,Single,Personal Auto,3,Web,Two-Door Car,2
4745,Washington,0,2,1,Employed,1,Suburban,Married,Personal Auto,2,Agent,Two-Door Car,2
4746,Nevada,0,1,3,Employed,1,Suburban,Single,Personal Auto,3,Web,Four-Door Car,2
4747,Arizona,0,2,2,Employed,1,Suburban,Single,Personal Auto,3,Web,Four-Door Car,2
4748,Oregon,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,3,Agent,Luxury Car,1
4749,Arizona,0,1,1,Unemployed,0,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,2
4750,California,0,2,2,Employed,0,Urban,Single,Personal Auto,3,Call Center,Four-Door Car,2
4751,Washington,1,1,1,Retired,1,Suburban,Married,Personal Auto,2,Web,Four-Door Car,2
4752,California,0,2,2,Unemployed,1,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,1
4753,Oregon,0,2,2,Unemployed,1,Suburban,Married,Corporate Auto,3,Agent,SUV,1
4754,California,0,1,2,Employed,0,Rural,Married,Personal Auto,3,Agent,Four-Door Car,1
4755,Oregon,0,1,2,Unemployed,0,Rural,Divorced,Personal Auto,3,Branch,Four-Door Car,2
4756,California,0,1,4,Employed,0,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,2
4757,Oregon,0,2,2,Employed,1,Urban,Married,Personal Auto,2,Web,Four-Door Car,3
4758,Oregon,0,2,2,Employed,1,Suburban,Married,Personal Auto,3,Agent,SUV,2
4759,California,0,1,2,Employed,1,Urban,Married,Personal Auto,2,Agent,Two-Door Car,3
4760,Arizona,0,1,1,Unemployed,1,Suburban,Single,Personal Auto,2,Web,SUV,2
4761,Arizona,0,2,2,Employed,1,Urban,Married,Personal Auto,3,Call Center,Four-Door Car,2
4762,Nevada,0,1,2,Unemployed,0,Suburban,Married,Personal Auto,3,Web,SUV,2
4763,Oregon,0,1,2,Employed,1,Urban,Divorced,Personal Auto,3,Branch,SUV,2
4764,Oregon,0,1,3,Medical Leave,1,Rural,Married,Personal Auto,3,Branch,Four-Door Car,2
4765,Oregon,0,1,2,Employed,1,Rural,Married,Personal Auto,3,Web,Four-Door Car,2
4766,California,0,2,2,Employed,1,Urban,Married,Corporate Auto,1,Call Center,Two-Door Car,2
4767,Washington,0,1,2,Employed,0,Rural,Divorced,Personal Auto,3,Agent,Four-Door Car,2
4768,Arizona,0,3,2,Employed,0,Rural,Married,Corporate Auto,2,Web,SUV,3
4769,Washington,0,1,3,Employed,1,Rural,Married,Personal Auto,1,Branch,Two-Door Car,2
4770,Oregon,0,1,1,Employed,0,Suburban,Divorced,Personal Auto,2,Web,SUV,3
4771,Washington,0,1,2,Employed,1,Rural,Married,Personal Auto,2,Agent,Four-Door Car,2
4772,Oregon,0,1,1,Medical Leave,1,Suburban,Single,Personal Auto,3,Web,Four-Door Car,1
4773,California,0,1,2,Medical Leave,1,Urban,Married,Personal Auto,2,Call Center,Two-Door Car,2
4774,Oregon,0,3,2,Employed,0,Suburban,Married,Corporate Auto,3,Branch,Four-Door Car,1
4775,Nevada,0,1,2,Employed,1,Suburban,Married,Personal Auto,1,Agent,Two-Door Car,1
4776,Arizona,0,1,1,Employed,1,Rural,Married,Personal Auto,3,Agent,Four-Door Car,1
4777,Nevada,0,1,4,Disabled,1,Suburban,Married,Personal Auto,2,Branch,SUV,2
4778,Arizona,0,1,2,Employed,1,Urban,Single,Personal Auto,2,Agent,Four-Door Car,2
4779,California,0,2,2,Employed,0,Suburban,Single,Personal Auto,3,Branch,Two-Door Car,2
4780,California,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,3,Web,Two-Door Car,1
4781,Oregon,0,1,2,Unemployed,1,Suburban,Single,Corporate Auto,2,Agent,Luxury SUV,2
4782,California,0,1,2,Employed,0,Suburban,Single,Personal Auto,1,Call Center,Four-Door Car,2
4783,Oregon,0,2,2,Unemployed,0,Rural,Married,Personal Auto,3,Agent,Two-Door Car,2
4784,Oregon,0,2,2,Retired,0,Suburban,Divorced,Personal Auto,2,Agent,Two-Door Car,2
4785,California,0,1,2,Unemployed,1,Suburban,Single,Corporate Auto,3,Branch,Four-Door Car,2
4786,Nevada,0,1,1,Employed,0,Suburban,Single,Personal Auto,3,Web,Four-Door Car,1
4787,Arizona,0,2,3,Employed,0,Rural,Married,Personal Auto,2,Branch,Four-Door Car,2
4788,Oregon,0,1,1,Unemployed,1,Suburban,Single,Corporate Auto,1,Web,Four-Door Car,2
4789,Oregon,0,1,1,Employed,0,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,3
4790,California,1,2,1,Employed,0,Suburban,Married,Personal Auto,3,Agent,Two-Door Car,3
4791,Oregon,0,2,2,Employed,0,Suburban,Married,Special Auto,3,Agent,Four-Door Car,2
4792,Nevada,0,1,1,Employed,0,Suburban,Single,Personal Auto,2,Branch,SUV,2
4793,Arizona,0,1,2,Unemployed,1,Suburban,Married,Corporate Auto,2,Agent,Two-Door Car,1
4794,Arizona,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Agent,Two-Door Car,1
4795,California,0,1,2,Employed,1,Rural,Married,Corporate Auto,3,Agent,Four-Door Car,2
4796,Arizona,0,1,2,Employed,1,Urban,Married,Personal Auto,3,Agent,Four-Door Car,2
4797,California,0,2,1,Employed,1,Suburban,Married,Personal Auto,2,Call Center,SUV,3
4798,Oregon,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,2
4799,Nevada,0,2,1,Unemployed,0,Suburban,Single,Personal Auto,2,Agent,SUV,2
4800,Arizona,0,2,2,Employed,0,Urban,Married,Personal Auto,3,Branch,Two-Door Car,2
4801,Oregon,0,1,2,Employed,1,Rural,Single,Special Auto,1,Agent,Four-Door Car,2
4802,California,0,1,1,Employed,0,Suburban,Single,Personal Auto,3,Branch,Four-Door Car,1
4803,Arizona,0,1,2,Employed,0,Urban,Married,Personal Auto,3,Agent,SUV,2
4804,California,0,2,2,Employed,0,Rural,Married,Personal Auto,1,Call Center,SUV,3
4805,Oregon,0,1,2,Employed,1,Suburban,Divorced,Personal Auto,3,Agent,SUV,1
4806,Oregon,0,1,2,Employed,1,Urban,Married,Corporate Auto,3,Branch,Four-Door Car,2
4807,Washington,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,2
4808,California,1,2,2,Employed,0,Suburban,Married,Personal Auto,3,Branch,Luxury Car,1
4809,Oregon,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Branch,Luxury SUV,3
4810,Nevada,0,1,2,Employed,0,Rural,Divorced,Personal Auto,1,Agent,Four-Door Car,2
4811,California,0,1,3,Employed,0,Rural,Divorced,Personal Auto,3,Call Center,SUV,2
4812,California,0,2,1,Employed,0,Urban,Married,Personal Auto,3,Agent,SUV,2
4813,Arizona,0,2,2,Employed,0,Rural,Married,Corporate Auto,3,Web,Luxury SUV,2
4814,Oregon,0,2,2,Employed,0,Suburban,Married,Personal Auto,3,Web,Two-Door Car,2
4815,Arizona,0,2,2,Employed,1,Urban,Married,Personal Auto,3,Web,SUV,1
4816,California,1,1,2,Employed,0,Suburban,Married,Corporate Auto,2,Call Center,Four-Door Car,1
4817,California,0,2,2,Employed,0,Suburban,Married,Corporate Auto,1,Branch,Four-Door Car,3
4818,California,1,1,2,Unemployed,0,Suburban,Divorced,Corporate Auto,3,Branch,Four-Door Car,1
4819,Oregon,0,1,2,Employed,0,Rural,Married,Corporate Auto,3,Web,Four-Door Car,2
4820,Arizona,0,3,2,Unemployed,0,Suburban,Single,Corporate Auto,3,Call Center,SUV,1
4821,Arizona,0,1,1,Employed,1,Urban,Married,Personal Auto,1,Agent,Two-Door Car,2
4822,Nevada,0,1,2,Employed,0,Rural,Single,Personal Auto,1,Agent,Four-Door Car,2
4823,Oregon,0,1,2,Employed,0,Suburban,Married,Corporate Auto,2,Web,SUV,3
4824,Nevada,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,2
4825,California,1,1,2,Unemployed,1,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,2
4826,California,0,2,2,Employed,0,Rural,Divorced,Personal Auto,3,Web,Two-Door Car,3
4827,Nevada,0,1,3,Employed,1,Urban,Married,Personal Auto,2,Branch,Four-Door Car,2
4828,Oregon,0,1,2,Employed,0,Rural,Married,Personal Auto,1,Branch,SUV,2
4829,Oregon,0,1,1,Employed,1,Rural,Single,Corporate Auto,3,Branch,SUV,2
4830,Arizona,0,1,2,Employed,0,Rural,Married,Personal Auto,2,Call Center,Four-Door Car,2
4831,Arizona,0,1,2,Employed,1,Rural,Married,Special Auto,3,Web,SUV,2
4832,Oregon,0,1,2,Employed,1,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,2
4833,Arizona,0,2,3,Employed,1,Suburban,Married,Personal Auto,2,Agent,Luxury SUV,2
4834,Washington,1,1,2,Unemployed,1,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,2
4835,Washington,0,1,1,Unemployed,0,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,1
4836,California,0,3,2,Unemployed,0,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,1
4837,California,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Web,Luxury Car,2
4838,Nevada,0,2,2,Unemployed,0,Suburban,Single,Corporate Auto,3,Branch,Four-Door Car,2
4839,California,1,1,2,Employed,1,Rural,Married,Personal Auto,2,Call Center,Four-Door Car,2
4840,Oregon,1,1,2,Employed,0,Suburban,Married,Corporate Auto,2,Agent,Two-Door Car,2
4841,California,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,3,Branch,SUV,2
4842,Oregon,0,2,2,Employed,1,Suburban,Married,Personal Auto,3,Branch,Two-Door Car,1
4843,Oregon,1,1,2,Employed,1,Suburban,Divorced,Personal Auto,2,Call Center,Two-Door Car,1
4844,Arizona,0,1,2,Employed,0,Rural,Married,Personal Auto,2,Branch,Two-Door Car,2
4845,Arizona,0,1,3,Disabled,1,Suburban,Married,Personal Auto,3,Agent,Two-Door Car,2
4846,Oregon,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,1,Web,Four-Door Car,2
4847,Nevada,0,1,1,Medical Leave,0,Suburban,Married,Personal Auto,1,Branch,SUV,2
4848,California,1,2,3,Employed,0,Suburban,Divorced,Personal Auto,1,Agent,Luxury SUV,2
4849,Nevada,0,1,2,Employed,0,Urban,Single,Corporate Auto,1,Agent,Two-Door Car,1
4850,Arizona,0,1,4,Employed,1,Urban,Divorced,Personal Auto,2,Agent,Four-Door Car,2
4851,California,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,2
4852,Washington,0,2,2,Employed,0,Rural,Married,Personal Auto,3,Branch,Sports Car,2
4853,Nevada,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,3
4854,Oregon,0,1,2,Retired,0,Suburban,Divorced,Personal Auto,3,Call Center,Four-Door Car,2
4855,Oregon,0,1,2,Employed,0,Suburban,Divorced,Personal Auto,3,Agent,SUV,2
4856,Oregon,1,3,3,Disabled,0,Suburban,Divorced,Personal Auto,2,Web,SUV,2
4857,Oregon,1,1,1,Employed,1,Rural,Married,Personal Auto,2,Agent,Sports Car,2
4858,Arizona,1,1,2,Retired,1,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,2
